id,subject,gold,pred,correct,method,prompt_n,prompt_ms,predicted_ms,wall_ms
118,philosophy,A,D,0,logprob,89,209.6,0.0,212.7
119,high_school_psychology,A,A,1,logprob,86,209.1,0.0,212.5
120,high_school_geography,B,B,1,logprob,75,207.4,0.0,210.8
121,international_law,B,D,0,logprob,132,257.4,0.0,260.9
122,human_aging,B,B,1,logprob,59,160.0,0.0,163.9
123,moral_scenarios,D,C,0,logprob,143,314.2,0.0,318.2
124,elementary_mathematics,A,A,1,logprob,129,260.8,0.0,264.2
125,high_school_microeconomics,D,B,0,logprob,92,209.6,0.0,212.9
126,computer_security,C,B,0,logprob,255,464.3,0.0,467.8
127,professional_law,B,D,0,logprob,257,464.7,0.0,468.9
128,global_facts,A,B,0,logprob,86,209.2,0.0,212.7
129,philosophy,C,C,1,logprob,81,208.1,0.0,211.2
130,high_school_psychology,A,A,1,logprob,80,208.3,0.0,211.5
131,moral_scenarios,B,B,1,logprob,158,310.7,0.0,313.9
132,us_foreign_policy,B,B,1,logprob,95,208.9,0.0,212.2
133,professional_psychology,C,A,0,logprob,78,208.1,0.0,211.5
134,high_school_biology,B,B,1,logprob,117,258.8,0.0,262.1
135,prehistory,C,B,0,logprob,68,158.5,0.0,161.9
136,high_school_physics,B,B,1,logprob,121,259.6,0.0,262.5
137,professional_law,D,D,1,logprob,262,510.8,0.0,514.5
138,philosophy,D,D,1,logprob,75,207.8,0.0,211.5
139,us_foreign_policy,C,C,1,logprob,77,207.7,0.0,210.5
140,conceptual_physics,C,C,1,logprob,64,159.7,0.0,162.6
141,professional_law,C,C,1,logprob,241,462.1,0.0,465.7
142,high_school_european_history,C,C,1,logprob,378,669.9,0.0,674.5
143,high_school_world_history,A,B,0,logprob,336,71529.0,0.0,71534.8
144,professional_psychology,A,A,1,logprob,68,166.0,0.0,172.4
145,astronomy,A,A,1,logprob,119,279.0,0.0,282.8
146,sociology,D,D,1,logprob,96,234.4,0.0,244.3
147,world_religions,C,C,1,logprob,66,173.7,0.0,183.7
148,moral_scenarios,D,B,0,logprob,132,278.6,0.0,283.8
149,formal_logic,C,B,0,logprob,120,291.9,0.0,302.5
150,college_chemistry,B,B,1,logprob,120,268.2,0.0,273.4
151,college_mathematics,D,A,0,logprob,134,310.3,0.0,319.8
152,professional_law,C,C,1,logprob,550,1012.8,0.0,1025.2
153,high_school_government_and_politics,D,D,1,logprob,123,268.4,0.0,282.4
154,high_school_physics,D,D,1,logprob,118,267.8,0.0,279.5
155,moral_disputes,C,B,0,logprob,93,217.7,0.0,229.1
156,high_school_european_history,C,C,1,logprob,482,840.7,0.0,853.0
157,professional_law,B,D,0,logprob,334,627.3,0.0,642.1
158,professional_law,C,D,0,logprob,292,524.7,0.0,537.4
159,abstract_algebra,C,A,0,logprob,74,210.4,0.0,219.6
160,sociology,C,C,1,logprob,111,258.9,0.0,262.7
161,electrical_engineering,D,D,1,logprob,65,160.3,0.0,163.5
162,moral_disputes,B,C,0,logprob,98,210.3,0.0,213.4
163,moral_disputes,B,D,0,logprob,106,257.7,0.0,260.8
164,high_school_macroeconomics,A,D,0,logprob,129,261.1,0.0,264.8
165,professional_psychology,D,A,0,logprob,119,258.5,0.0,262.0
166,high_school_psychology,A,D,0,logprob,112,257.4,0.0,260.7
167,moral_scenarios,A,C,0,logprob,137,307.8,0.0,311.6
168,miscellaneous,D,D,1,logprob,65,163.8,0.0,170.6
169,high_school_government_and_politics,A,B,0,logprob,114,261.8,0.0,270.0
170,security_studies,C,C,1,logprob,128,260.3,0.0,263.5
171,high_school_macroeconomics,D,C,0,logprob,94,210.3,0.0,214.2
172,professional_law,A,B,0,logprob,288,517.7,0.0,522.2
173,virology,B,D,0,logprob,74,206.9,0.0,210.8
174,sociology,A,D,0,logprob,95,211.2,0.0,215.0
175,moral_disputes,D,B,0,logprob,65,160.5,0.0,164.9
176,prehistory,C,C,1,logprob,91,211.8,0.0,216.3
177,astronomy,A,A,1,logprob,128,270.0,0.0,277.0
178,sociology,A,C,0,logprob,100,210.8,0.0,218.5
179,high_school_psychology,A,A,1,logprob,79,208.0,0.0,211.8
180,high_school_statistics,B,B,1,logprob,84,210.1,0.0,215.3
181,high_school_european_history,D,D,1,logprob,645,1146.2,0.0,1153.2
182,business_ethics,D,D,1,logprob,107,257.6,0.0,262.3
183,high_school_psychology,B,A,0,logprob,109,257.8,0.0,261.4
184,elementary_mathematics,A,B,0,logprob,64,162.3,0.0,166.0
185,moral_disputes,B,B,1,logprob,64,162.2,0.0,166.5
186,high_school_microeconomics,A,A,1,logprob,90,212.1,0.0,217.6
187,high_school_european_history,D,D,1,logprob,263,520.1,0.0,524.9
188,electrical_engineering,B,B,1,logprob,58,164.8,0.0,169.2
189,clinical_knowledge,B,A,0,logprob,105,266.4,0.0,271.0
190,high_school_psychology,C,C,1,logprob,156,317.2,0.0,321.9
191,high_school_mathematics,C,A,0,logprob,113,261.8,0.0,265.5
192,security_studies,B,B,1,logprob,236,472.6,0.0,477.6
193,high_school_psychology,A,A,1,logprob,121,263.8,0.0,268.6
194,moral_scenarios,C,B,0,logprob,136,313.5,0.0,321.1
195,high_school_statistics,D,B,0,logprob,120,266.2,0.0,275.1
196,philosophy,C,D,0,logprob,78,213.7,0.0,218.6
197,miscellaneous,C,C,1,logprob,76,215.1,0.0,222.1
198,professional_psychology,C,C,1,logprob,132,268.5,0.0,277.6
199,logical_fallacies,B,B,1,logprob,64,166.7,0.0,175.0
200,clinical_knowledge,B,B,1,logprob,68,167.0,0.0,176.5
201,logical_fallacies,D,D,1,logprob,114,270.2,0.0,279.1
202,moral_disputes,D,D,1,logprob,74,217.0,0.0,227.5
203,machine_learning,A,B,0,logprob,98,219.4,0.0,227.5
204,miscellaneous,C,B,0,logprob,64,164.9,0.0,171.2
205,professional_law,D,C,0,logprob,164,314.8,0.0,319.3
206,nutrition,D,D,1,logprob,54,160.8,0.0,164.6
207,high_school_statistics,C,D,0,logprob,119,262.4,0.0,265.8
208,miscellaneous,B,D,0,logprob,60,159.7,0.0,162.9
209,high_school_chemistry,B,B,1,logprob,86,212.5,0.0,215.6
210,sociology,C,C,1,logprob,84,211.1,0.0,214.6
211,virology,B,B,1,logprob,72,209.9,0.0,213.0
212,prehistory,C,C,1,logprob,101,261.4,0.0,265.4
213,professional_law,C,D,0,logprob,341,631.8,0.0,639.8
214,moral_scenarios,C,C,1,logprob,134,321.1,0.0,333.8
215,high_school_psychology,D,D,1,logprob,85,216.8,0.0,225.5
216,moral_scenarios,B,C,0,logprob,140,313.4,0.0,318.2
217,high_school_macroeconomics,D,A,0,logprob,101,260.2,0.0,264.2
218,management,B,B,1,logprob,62,166.8,0.0,173.1
219,moral_scenarios,B,B,1,logprob,134,313.8,0.0,322.5
220,world_religions,C,C,1,logprob,62,162.2,0.0,165.5
221,high_school_microeconomics,D,D,1,logprob,100,213.1,0.0,216.7
222,astronomy,C,C,1,logprob,145,318.2,0.0,322.3
223,miscellaneous,B,B,1,logprob,74,213.5,0.0,217.5
224,professional_law,C,A,0,logprob,400,740.3,0.0,745.1
225,high_school_biology,B,A,0,logprob,84,209.8,0.0,214.8
226,moral_disputes,C,C,1,logprob,112,261.6,0.0,265.9
227,high_school_psychology,D,D,1,logprob,115,259.2,0.0,264.8
228,high_school_psychology,D,D,1,logprob,75,213.4,0.0,218.2
229,high_school_physics,C,B,0,logprob,170,366.9,0.0,374.6
230,miscellaneous,B,B,1,logprob,73,212.2,0.0,222.2
231,high_school_macroeconomics,D,B,0,logprob,109,267.2,0.0,277.9
232,moral_scenarios,A,C,0,logprob,134,316.0,0.0,326.3
233,high_school_microeconomics,C,C,1,logprob,76,215.6,0.0,226.2
234,elementary_mathematics,B,A,0,logprob,126,270.7,0.0,281.4
235,moral_disputes,B,A,0,logprob,119,270.5,0.0,283.4
236,college_computer_science,D,B,0,logprob,124,268.7,0.0,278.9
237,elementary_mathematics,D,A,0,logprob,64,166.4,0.0,175.9
238,high_school_world_history,D,B,0,logprob,338,648.9,0.0,660.0
239,conceptual_physics,D,D,1,logprob,50,177.0,0.0,186.6
240,moral_scenarios,A,B,0,logprob,129,288.3,0.0,298.5
241,professional_law,C,B,0,logprob,428,786.7,0.0,797.6
242,sociology,A,D,0,logprob,95,217.6,0.0,229.2
243,miscellaneous,D,D,1,logprob,62,166.6,0.0,175.8
244,philosophy,D,B,0,logprob,104,260.2,0.0,270.6
245,moral_scenarios,A,C,0,logprob,142,310.3,0.0,314.8
246,global_facts,B,B,1,logprob,194,369.0,0.0,375.1
247,high_school_world_history,D,A,0,logprob,292,522.8,0.0,530.9
248,miscellaneous,B,D,0,logprob,110,266.4,0.0,277.5
249,professional_law,B,D,0,logprob,213,423.6,0.0,431.7
250,professional_law,B,D,0,logprob,265,525.0,0.0,536.4
251,nutrition,A,A,1,logprob,66,166.9,0.0,179.9
252,high_school_chemistry,B,D,0,logprob,76,215.8,0.0,226.4
253,high_school_macroeconomics,D,D,1,logprob,133,315.4,0.0,321.1
254,moral_scenarios,C,C,1,logprob,137,315.7,0.0,324.6
255,international_law,C,C,1,logprob,96,220.1,0.0,228.9
256,professional_accounting,C,A,0,logprob,86,218.7,0.0,227.5
257,professional_law,D,A,0,logprob,278,523.8,0.0,533.6
258,marketing,C,C,1,logprob,117,262.7,0.0,272.1
259,nutrition,D,D,1,logprob,102,260.8,0.0,264.9
260,high_school_european_history,C,C,1,logprob,233,462.9,0.0,466.9
261,moral_scenarios,D,C,0,logprob,145,308.9,0.0,312.7
262,clinical_knowledge,A,B,0,logprob,90,208.7,0.0,212.6
263,nutrition,D,A,0,logprob,94,210.6,0.0,214.2
264,high_school_statistics,D,A,0,logprob,125,261.5,0.0,265.0
265,elementary_mathematics,A,B,0,logprob,60,159.4,0.0,163.4
266,college_biology,D,D,1,logprob,68,164.3,0.0,171.3
267,virology,D,D,1,logprob,77,214.8,0.0,225.9
268,moral_scenarios,C,B,0,logprob,136,318.2,0.0,328.5
269,conceptual_physics,C,B,0,logprob,61,167.8,0.0,177.6
270,miscellaneous,C,D,0,logprob,96,217.8,0.0,226.1
271,moral_scenarios,A,B,0,logprob,134,314.9,0.0,324.9
272,moral_disputes,A,A,1,logprob,129,269.2,0.0,280.7
273,professional_law,D,A,0,logprob,251,472.2,0.0,481.8
274,high_school_biology,D,B,0,logprob,87,213.7,0.0,220.0
275,professional_medicine,D,B,0,logprob,142,314.6,0.0,323.4
276,professional_law,B,B,1,logprob,361,676.5,0.0,687.1
277,anatomy,A,B,0,logprob,129,264.9,0.0,275.5
278,high_school_us_history,C,C,1,logprob,183,360.4,0.0,365.0
279,computer_security,D,B,0,logprob,144,314.9,0.0,322.1
280,moral_scenarios,D,C,0,logprob,126,270.4,0.0,281.5
281,international_law,D,C,0,logprob,117,270.8,0.0,282.3
282,moral_scenarios,C,C,1,logprob,140,319.7,0.0,329.8
283,professional_law,C,A,0,logprob,254,470.4,0.0,480.2
284,miscellaneous,C,C,1,logprob,54,158.9,0.0,162.5
285,abstract_algebra,C,A,0,logprob,89,210.1,0.0,213.7
286,marketing,A,A,1,logprob,94,210.1,0.0,214.1
287,high_school_european_history,D,D,1,logprob,285,521.2,0.0,525.3
288,professional_accounting,A,B,0,logprob,196,368.6,0.0,376.3
289,high_school_psychology,D,D,1,logprob,69,213.3,0.0,223.6
290,elementary_mathematics,B,A,0,logprob,87,221.4,0.0,227.3
291,professional_medicine,A,A,1,logprob,257,482.3,0.0,488.6
292,moral_scenarios,D,C,0,logprob,137,317.5,0.0,323.1
293,high_school_macroeconomics,A,A,1,logprob,76,209.8,0.0,213.9
294,formal_logic,D,B,0,logprob,64,169.6,0.0,173.6
295,elementary_mathematics,B,A,0,logprob,101,263.0,0.0,266.8
296,moral_scenarios,B,C,0,logprob,137,311.7,0.0,317.2
297,high_school_geography,C,B,0,logprob,73,213.7,0.0,223.5
298,moral_scenarios,C,B,0,logprob,137,312.8,0.0,319.6
299,professional_accounting,B,C,0,logprob,121,266.5,0.0,271.3
300,elementary_mathematics,C,A,0,logprob,103,268.1,0.0,273.8
301,high_school_biology,C,C,1,logprob,90,216.5,0.0,220.4
302,philosophy,B,C,0,logprob,99,214.5,0.0,218.1
303,high_school_us_history,C,C,1,logprob,376,719.7,0.0,727.4
304,college_medicine,B,D,0,logprob,183,397.0,0.0,409.6
305,professional_law,A,D,0,logprob,296,626.9,0.0,635.4
306,prehistory,B,B,1,logprob,68,176.3,0.0,192.0
307,public_relations,A,B,0,logprob,128,282.3,0.0,289.6
308,philosophy,C,C,1,logprob,83,225.6,0.0,230.7
309,high_school_biology,B,B,1,logprob,112,280.3,0.0,286.8
310,professional_law,D,C,0,logprob,417,751.7,0.0,766.7
311,high_school_government_and_politics,D,D,1,logprob,75,210.8,0.0,225.0
312,elementary_mathematics,B,B,1,logprob,121,262.2,0.0,269.6
313,miscellaneous,C,B,0,logprob,257,464.9,0.0,469.0
314,high_school_us_history,B,B,1,logprob,221,414.6,0.0,418.7
315,professional_accounting,D,C,0,logprob,188,360.5,0.0,364.6
316,sociology,D,D,1,logprob,89,211.8,0.0,215.5
317,moral_scenarios,D,C,0,logprob,155,310.3,0.0,313.4
318,econometrics,D,B,0,logprob,81,211.1,0.0,217.5
319,high_school_psychology,C,C,1,logprob,60,166.2,0.0,177.6
320,medical_genetics,B,B,1,logprob,70,214.0,0.0,225.1
321,professional_law,C,C,1,logprob,306,590.9,0.0,605.8
322,professional_law,A,D,0,logprob,247,474.1,0.0,488.5
323,us_foreign_policy,B,B,1,logprob,85,216.1,0.0,229.3
324,professional_medicine,A,A,1,logprob,132,266.0,0.0,277.4
325,professional_accounting,A,A,1,logprob,105,262.0,0.0,271.0
326,formal_logic,D,A,0,logprob,88,214.6,0.0,222.0
327,human_aging,A,B,0,logprob,106,258.5,0.0,265.3
328,high_school_world_history,B,B,1,logprob,212,415.1,0.0,420.4
329,management,C,A,0,logprob,66,161.2,0.0,165.7
330,human_aging,C,C,1,logprob,96,214.9,0.0,220.5
331,high_school_macroeconomics,B,B,1,logprob,99,213.2,0.0,219.9
332,professional_law,A,B,0,logprob,231,463.2,0.0,469.4
333,moral_scenarios,D,B,0,logprob,125,262.1,0.0,272.4
334,high_school_macroeconomics,D,A,0,logprob,85,209.7,0.0,214.2
335,human_aging,C,B,0,logprob,89,209.7,0.0,213.2
336,high_school_macroeconomics,B,D,0,logprob,112,260.2,0.0,265.3
337,nutrition,D,D,1,logprob,64,165.1,0.0,172.9
338,nutrition,C,C,1,logprob,67,164.8,0.0,173.2
339,high_school_mathematics,D,A,0,logprob,85,214.7,0.0,223.0
340,professional_law,D,C,0,logprob,211,416.3,0.0,424.4
341,professional_accounting,B,B,1,logprob,174,367.5,0.0,373.8
342,professional_law,C,B,0,logprob,359,675.1,0.0,682.2
343,professional_law,A,A,1,logprob,177,366.3,0.0,376.8
344,human_aging,C,C,1,logprob,67,165.5,0.0,172.3
345,moral_disputes,B,B,1,logprob,118,262.1,0.0,269.4
346,high_school_us_history,B,B,1,logprob,407,736.0,0.0,747.4
347,logical_fallacies,C,C,1,logprob,118,264.6,0.0,272.3
348,abstract_algebra,B,A,0,logprob,92,222.9,0.0,234.6
349,moral_scenarios,D,B,0,logprob,137,314.8,0.0,323.1
350,moral_scenarios,C,C,1,logprob,128,264.2,0.0,268.9
351,astronomy,C,A,0,logprob,123,260.9,0.0,264.7
352,high_school_european_history,D,B,0,logprob,288,523.9,0.0,529.6
353,high_school_macroeconomics,A,A,1,logprob,113,258.2,0.0,262.8
354,security_studies,D,D,1,logprob,90,213.8,0.0,219.5
355,moral_scenarios,C,C,1,logprob,138,313.7,0.0,327.4
356,high_school_statistics,A,B,0,logprob,196,362.5,0.0,369.0
357,professional_psychology,A,D,0,logprob,149,314.8,0.0,322.1
358,professional_law,D,D,1,logprob,210,420.1,0.0,442.2
359,virology,C,C,1,logprob,86,215.8,0.0,228.1
360,miscellaneous,A,A,1,logprob,88,211.8,0.0,218.2
361,high_school_biology,B,B,1,logprob,76,208.7,0.0,215.0
362,college_computer_science,C,C,1,logprob,82,209.0,0.0,213.8
363,clinical_knowledge,A,A,1,logprob,64,161.1,0.0,166.7
364,high_school_mathematics,D,A,0,logprob,112,263.1,0.0,269.6
365,moral_scenarios,C,C,1,logprob,136,313.0,0.0,325.8
366,anatomy,A,A,1,logprob,65,163.3,0.0,168.7
367,conceptual_physics,D,A,0,logprob,75,209.2,0.0,214.3
368,professional_psychology,B,A,0,logprob,103,258.9,0.0,264.4
369,college_computer_science,D,B,0,logprob,228,417.4,0.0,426.1
370,electrical_engineering,A,B,0,logprob,91,215.0,0.0,226.1
371,miscellaneous,A,C,0,logprob,68,161.5,0.0,167.5
372,prehistory,C,C,1,logprob,132,261.7,0.0,267.7
373,moral_disputes,B,A,0,logprob,79,208.8,0.0,213.3
374,prehistory,A,D,0,logprob,76,209.6,0.0,216.2
375,miscellaneous,A,A,1,logprob,62,162.3,0.0,168.7
376,computer_security,A,A,1,logprob,63,164.2,0.0,170.5
377,miscellaneous,B,B,1,logprob,64,163.7,0.0,171.1
378,marketing,B,C,0,logprob,71,211.9,0.0,219.6
379,professional_psychology,C,D,0,logprob,97,218.4,0.0,230.2
380,security_studies,D,D,1,logprob,176,366.0,0.0,377.5
381,prehistory,D,D,1,logprob,168,365.6,0.0,378.2
382,college_medicine,D,D,1,logprob,82,215.6,0.0,225.5
383,professional_law,B,B,1,logprob,82,213.2,0.0,220.9
384,high_school_european_history,A,A,1,logprob,663,1170.1,0.0,1202.6
385,moral_scenarios,C,B,0,logprob,139,317.2,0.0,334.5
386,high_school_chemistry,C,B,0,logprob,129,271.2,0.0,280.1
387,miscellaneous,A,B,0,logprob,61,167.0,0.0,179.8
388,high_school_geography,B,B,1,logprob,81,211.9,0.0,220.7
389,moral_disputes,A,A,1,logprob,69,214.5,0.0,221.5
390,formal_logic,A,A,1,logprob,173,368.3,0.0,382.5
391,electrical_engineering,A,D,0,logprob,86,217.6,0.0,229.3
392,elementary_mathematics,D,,0,none,87,216.4,0.0,225.9
393,human_aging,D,D,1,logprob,82,210.3,0.0,216.7
394,high_school_computer_science,D,B,0,logprob,118,264.5,0.0,270.8
395,conceptual_physics,D,D,1,logprob,57,162.3,0.0,170.4
396,high_school_microeconomics,D,B,0,logprob,78,214.2,0.0,221.7
397,professional_law,A,D,0,logprob,312,579.8,0.0,591.0
398,professional_law,C,C,1,logprob,248,469.8,0.0,484.5
399,moral_scenarios,D,C,0,logprob,153,320.0,0.0,326.3
400,professional_psychology,D,A,0,logprob,66,171.9,0.0,181.6
401,public_relations,A,A,1,logprob,67,170.6,0.0,180.3
402,professional_law,A,B,0,logprob,296,576.3,0.0,586.9
403,miscellaneous,D,D,1,logprob,57,170.5,0.0,179.8
404,high_school_macroeconomics,D,D,1,logprob,84,221.5,0.0,233.0
405,philosophy,B,B,1,logprob,96,225.1,0.0,241.6
406,professional_accounting,C,B,0,logprob,181,379.0,0.0,389.8
407,college_biology,D,D,1,logprob,81,218.6,0.0,223.5
408,prehistory,A,A,1,logprob,96,222.7,0.0,230.2
409,us_foreign_policy,B,B,1,logprob,67,168.7,0.0,176.8
410,astronomy,D,D,1,logprob,80,224.2,0.0,231.3
411,marketing,C,B,0,logprob,113,274.6,0.0,286.6
412,high_school_chemistry,D,D,1,logprob,110,274.3,0.0,283.3
413,prehistory,C,C,1,logprob,81,219.3,0.0,226.8
414,anatomy,B,C,0,logprob,90,215.5,0.0,226.2
415,us_foreign_policy,C,B,0,logprob,67,163.3,0.0,170.5
416,moral_scenarios,B,C,0,logprob,139,309.6,0.0,314.8
417,miscellaneous,D,D,1,logprob,73,208.8,0.0,213.7
418,econometrics,C,C,1,logprob,139,317.2,0.0,324.6
419,miscellaneous,B,B,1,logprob,52,162.9,0.0,171.3
420,professional_accounting,A,A,1,logprob,106,260.2,0.0,270.5
421,high_school_psychology,D,D,1,logprob,135,312.4,0.0,323.5
422,college_physics,B,D,0,logprob,115,260.0,0.0,265.5
