id,subject,gold,pred,correct,method,prompt_n,prompt_ms,predicted_ms,wall_ms
42,professional_medicine,D,D,1,logprob,416,1097.6,0.0,1103.3
43,moral_scenarios,D,C,0,logprob,143,446.7,0.0,456.2
44,professional_psychology,C,C,1,logprob,94,293.7,0.0,297.9
45,philosophy,D,D,1,logprob,82,302.4,0.0,307.0
46,miscellaneous,C,C,1,logprob,59,233.1,0.0,240.7
47,moral_scenarios,C,B,0,logprob,129,382.6,0.0,389.2
48,nutrition,C,C,1,logprob,63,237.0,0.0,242.8
49,conceptual_physics,C,B,0,logprob,92,316.3,0.0,322.0
50,high_school_geography,D,D,1,logprob,84,308.4,0.0,315.6
51,philosophy,D,B,0,logprob,98,325.8,0.0,332.1
52,high_school_world_history,B,B,1,logprob,344,863.9,0.0,870.6
53,miscellaneous,A,D,0,logprob,60,205.4,0.0,212.4
54,high_school_physics,A,D,0,logprob,231,604.5,0.0,609.8
55,high_school_macroeconomics,D,A,0,logprob,105,337.0,0.0,344.5
56,electrical_engineering,D,A,0,logprob,83,267.7,0.0,274.2
57,sociology,C,C,1,logprob,110,325.4,0.0,332.7
58,high_school_mathematics,D,B,0,logprob,64,203.3,0.0,210.3
59,clinical_knowledge,A,A,1,logprob,78,263.0,0.0,269.4
60,high_school_biology,A,A,1,logprob,85,266.4,0.0,273.0
61,high_school_macroeconomics,B,C,0,logprob,79,273.7,0.0,280.4
62,college_biology,D,D,1,logprob,130,349.8,0.0,356.8
63,marketing,C,C,1,logprob,85,277.7,0.0,284.3
64,moral_disputes,D,A,0,logprob,119,339.9,0.0,346.4
65,moral_scenarios,B,B,1,logprob,132,344.0,0.0,351.8
66,philosophy,D,D,1,logprob,78,275.9,0.0,282.8
67,moral_scenarios,B,C,0,logprob,129,339.8,0.0,346.5
68,college_mathematics,B,A,0,logprob,138,407.3,0.0,414.3
69,elementary_mathematics,A,A,1,logprob,123,355.9,0.0,363.3
70,prehistory,D,B,0,logprob,69,311.9,0.0,317.5
71,professional_medicine,A,A,1,logprob,358,1010.4,0.0,1016.8
72,professional_psychology,C,A,0,logprob,93,284.9,0.0,294.6
73,conceptual_physics,B,B,1,logprob,61,203.6,0.0,210.2
74,moral_scenarios,D,C,0,logprob,142,381.0,0.0,388.9
75,high_school_government_and_politics,B,B,1,logprob,78,266.0,0.0,272.2
76,professional_accounting,B,B,1,logprob,114,353.8,0.0,360.6
77,professional_psychology,D,D,1,logprob,78,304.3,0.0,311.2
78,formal_logic,C,A,0,logprob,103,379.4,0.0,383.6
79,professional_psychology,A,B,0,logprob,73,284.3,0.0,286.2
80,human_aging,A,A,1,logprob,75,322.9,0.0,325.0
81,logical_fallacies,B,C,0,logprob,157,527.2,0.0,530.2
82,moral_scenarios,C,B,0,logprob,126,430.1,0.0,435.0
83,high_school_government_and_politics,B,D,0,logprob,108,354.7,0.0,362.8
84,miscellaneous,A,A,1,logprob,58,212.1,0.0,218.4
85,professional_accounting,D,C,0,logprob,151,392.3,0.0,399.1
86,elementary_mathematics,B,A,0,logprob,112,352.5,0.0,359.0
87,conceptual_physics,A,B,0,logprob,58,234.6,0.0,241.1
88,high_school_mathematics,C,B,0,logprob,93,275.6,0.0,281.8
89,high_school_geography,B,B,1,logprob,88,297.5,0.0,304.6
90,machine_learning,C,B,0,logprob,153,422.0,0.0,429.4
91,conceptual_physics,A,B,0,logprob,76,268.5,0.0,275.3
92,human_sexuality,D,D,1,logprob,157,428.9,0.0,435.2
93,sociology,D,D,1,logprob,119,333.3,0.0,341.2
94,professional_law,C,D,0,logprob,353,862.6,0.0,870.7
95,conceptual_physics,A,C,0,logprob,77,315.1,0.0,322.2
96,high_school_government_and_politics,A,D,0,logprob,101,355.7,0.0,360.9
97,computer_security,A,A,1,logprob,60,223.7,0.0,229.2
98,moral_scenarios,A,B,0,logprob,129,351.6,0.0,357.9
99,moral_scenarios,C,B,0,logprob,131,394.0,0.0,398.7
100,global_facts,B,C,0,logprob,83,324.7,0.0,328.3
101,computer_security,D,D,1,logprob,66,254.6,0.0,258.2
102,conceptual_physics,B,C,0,logprob,68,278.4,0.0,283.4
103,public_relations,C,C,1,logprob,126,427.7,0.0,434.2
104,moral_disputes,A,B,0,logprob,120,416.4,0.0,423.6
105,clinical_knowledge,C,C,1,logprob,72,320.1,0.0,324.4
106,computer_security,C,C,1,logprob,86,321.5,0.0,323.5
107,professional_accounting,D,D,1,logprob,158,459.2,0.0,461.1
108,high_school_psychology,D,D,1,logprob,107,355.9,0.0,358.8
109,high_school_mathematics,D,A,0,logprob,72,279.4,0.0,285.0
110,moral_scenarios,D,C,0,logprob,140,422.2,0.0,429.2
111,professional_psychology,B,A,0,logprob,137,439.5,0.0,447.4
112,clinical_knowledge,C,C,1,logprob,80,322.7,0.0,326.5
113,miscellaneous,D,D,1,logprob,76,341.3,0.0,344.1
114,high_school_us_history,C,B,0,logprob,394,1278.2,0.0,1280.9
115,moral_scenarios,D,C,0,logprob,133,521.9,0.0,525.5
116,professional_law,C,C,1,logprob,166,570.7,0.0,573.5
117,anatomy,D,B,0,logprob,78,328.0,0.0,330.1
118,philosophy,A,D,0,logprob,89,276.8,0.0,278.7
119,high_school_psychology,A,A,1,logprob,86,306.9,0.0,309.7
120,high_school_geography,B,B,1,logprob,75,319.9,0.0,322.7
121,international_law,B,D,0,logprob,132,356.5,0.0,358.6
122,human_aging,B,B,1,logprob,59,234.7,0.0,236.6
123,moral_scenarios,D,C,0,logprob,143,466.8,0.0,468.9
124,elementary_mathematics,A,A,1,logprob,129,358.6,0.0,360.5
125,high_school_microeconomics,D,B,0,logprob,92,318.8,0.0,320.8
126,computer_security,C,B,0,logprob,255,709.0,0.0,711.3
127,professional_law,B,D,0,logprob,257,736.8,0.0,739.4
128,global_facts,A,B,0,logprob,86,305.3,0.0,307.5
129,philosophy,C,C,1,logprob,81,317.0,0.0,318.9
130,high_school_psychology,A,A,1,logprob,80,323.7,0.0,325.6
131,moral_scenarios,B,B,1,logprob,158,450.8,0.0,455.1
132,us_foreign_policy,B,B,1,logprob,95,323.2,0.0,329.6
133,professional_psychology,C,A,0,logprob,78,310.6,0.0,314.8
134,high_school_biology,B,B,1,logprob,117,395.4,0.0,397.5
135,prehistory,C,B,0,logprob,68,262.0,0.0,264.3
136,high_school_physics,B,B,1,logprob,121,431.2,0.0,433.7
137,professional_law,D,D,1,logprob,262,793.8,0.0,796.6
138,philosophy,D,D,1,logprob,75,330.6,0.0,333.2
139,us_foreign_policy,C,C,1,logprob,77,299.6,0.0,301.5
140,conceptual_physics,C,C,1,logprob,64,231.8,0.0,233.9
141,professional_law,C,C,1,logprob,241,675.5,0.0,680.7
142,high_school_european_history,C,C,1,logprob,378,1110.5,0.0,1122.0
143,high_school_world_history,A,B,0,logprob,336,924.5,0.0,935.8
144,professional_psychology,A,A,1,logprob,68,229.2,0.0,238.5
145,astronomy,A,A,1,logprob,119,370.8,0.0,377.3
146,sociology,D,D,1,logprob,96,316.9,0.0,322.6
147,world_religions,C,C,1,logprob,66,219.3,0.0,225.7
148,moral_scenarios,D,B,0,logprob,132,330.6,0.0,338.2
149,formal_logic,C,B,0,logprob,120,337.9,0.0,345.2
150,college_chemistry,B,B,1,logprob,120,345.5,0.0,351.9
151,college_mathematics,D,B,0,logprob,134,426.7,0.0,433.1
152,professional_law,C,C,1,logprob,550,1479.2,0.0,1489.5
153,high_school_government_and_politics,D,D,1,logprob,123,364.3,0.0,372.8
154,high_school_physics,D,D,1,logprob,118,350.9,0.0,352.9
155,moral_disputes,C,B,0,logprob,93,284.1,0.0,286.2
156,high_school_european_history,C,C,1,logprob,482,1287.3,0.0,1290.1
157,professional_law,B,D,0,logprob,334,986.8,0.0,990.4
158,professional_law,C,D,0,logprob,292,742.4,0.0,748.2
159,abstract_algebra,C,A,0,logprob,74,304.8,0.0,312.6
160,sociology,C,C,1,logprob,111,357.1,0.0,363.5
161,electrical_engineering,D,D,1,logprob,65,220.3,0.0,226.3
162,moral_disputes,B,C,0,logprob,98,287.0,0.0,294.2
163,moral_disputes,B,D,0,logprob,106,366.4,0.0,372.6
164,high_school_macroeconomics,A,D,0,logprob,129,380.5,0.0,388.0
165,professional_psychology,D,A,0,logprob,119,364.6,0.0,372.2
166,high_school_psychology,A,D,0,logprob,112,350.6,0.0,357.8
167,moral_scenarios,A,C,0,logprob,137,425.5,0.0,432.9
168,miscellaneous,D,D,1,logprob,65,220.8,0.0,227.8
169,high_school_government_and_politics,A,B,0,logprob,114,357.6,0.0,364.6
170,security_studies,C,C,1,logprob,128,363.4,0.0,370.1
171,high_school_macroeconomics,D,C,0,logprob,94,292.3,0.0,298.7
172,professional_law,A,B,0,logprob,288,769.9,0.0,775.8
173,virology,B,D,0,logprob,74,298.4,0.0,304.8
174,sociology,A,D,0,logprob,95,320.5,0.0,325.5
175,moral_disputes,D,B,0,logprob,65,240.6,0.0,246.9
176,prehistory,C,C,1,logprob,91,308.7,0.0,312.0
177,astronomy,A,A,1,logprob,128,362.2,0.0,366.0
178,sociology,A,C,0,logprob,100,296.0,0.0,303.5
179,high_school_psychology,A,A,1,logprob,79,298.0,0.0,305.4
180,high_school_statistics,B,B,1,logprob,84,294.0,0.0,300.2
181,high_school_european_history,D,D,1,logprob,645,1766.3,0.0,1777.7
182,business_ethics,D,D,1,logprob,107,367.3,0.0,378.2
183,high_school_psychology,B,A,0,logprob,109,362.0,0.0,369.2
184,elementary_mathematics,A,A,1,logprob,64,223.0,0.0,229.6
185,moral_disputes,B,B,1,logprob,64,220.7,0.0,226.8
186,high_school_microeconomics,A,A,1,logprob,90,298.4,0.0,305.1
187,high_school_european_history,D,D,1,logprob,263,759.3,0.0,767.6
188,electrical_engineering,B,B,1,logprob,58,235.3,0.0,242.2
189,clinical_knowledge,B,A,0,logprob,105,392.3,0.0,399.1
190,high_school_psychology,C,C,1,logprob,156,441.5,0.0,448.9
191,high_school_mathematics,C,A,0,logprob,113,401.5,0.0,408.2
192,security_studies,B,B,1,logprob,236,741.2,0.0,749.0
193,high_school_psychology,A,A,1,logprob,121,411.3,0.0,415.6
194,moral_scenarios,C,B,0,logprob,136,474.4,0.0,477.0
195,high_school_statistics,D,B,0,logprob,120,408.2,0.0,411.1
196,philosophy,C,D,0,logprob,78,335.3,0.0,339.9
197,miscellaneous,C,C,1,logprob,76,317.2,0.0,323.9
198,professional_psychology,C,C,1,logprob,132,349.9,0.0,357.1
199,logical_fallacies,B,B,1,logprob,64,212.9,0.0,219.1
200,clinical_knowledge,B,B,1,logprob,68,199.5,0.0,204.2
201,logical_fallacies,D,D,1,logprob,114,344.4,0.0,346.5
202,moral_disputes,D,D,1,logprob,74,274.7,0.0,276.8
203,machine_learning,A,B,0,logprob,98,282.1,0.0,284.0
204,miscellaneous,C,B,0,logprob,64,214.7,0.0,216.7
205,professional_law,D,C,0,logprob,164,432.5,0.0,434.7
206,nutrition,D,D,1,logprob,54,225.2,0.0,227.4
207,high_school_statistics,C,D,0,logprob,119,383.7,0.0,385.7
208,miscellaneous,B,D,0,logprob,60,239.1,0.0,241.3
209,high_school_chemistry,B,B,1,logprob,86,304.3,0.0,306.1
210,sociology,C,C,1,logprob,84,303.5,0.0,305.6
211,virology,B,B,1,logprob,72,300.7,0.0,302.6
212,prehistory,C,C,1,logprob,101,377.4,0.0,379.3
213,professional_law,C,D,0,logprob,341,953.6,0.0,956.4
214,moral_scenarios,C,C,1,logprob,134,464.5,0.0,467.3
215,high_school_psychology,D,D,1,logprob,85,308.8,0.0,310.8
216,moral_scenarios,B,C,0,logprob,140,446.1,0.0,448.1
217,high_school_macroeconomics,D,A,0,logprob,101,370.5,0.0,372.7
218,management,B,B,1,logprob,62,226.7,0.0,228.5
219,moral_scenarios,B,B,1,logprob,134,441.7,0.0,443.5
220,world_religions,C,C,1,logprob,62,228.5,0.0,230.9
221,high_school_microeconomics,D,D,1,logprob,100,297.0,0.0,299.6
222,astronomy,C,C,1,logprob,145,446.0,0.0,448.2
223,miscellaneous,B,B,1,logprob,74,301.8,0.0,303.9
224,professional_law,C,A,0,logprob,400,1106.0,0.0,1111.2
225,high_school_biology,B,A,0,logprob,84,336.2,0.0,345.6
226,moral_disputes,C,C,1,logprob,112,384.9,0.0,391.9
227,high_school_psychology,D,D,1,logprob,115,368.6,0.0,373.4
228,high_school_psychology,D,D,1,logprob,75,282.3,0.0,284.4
229,high_school_physics,C,B,0,logprob,170,499.7,0.0,501.6
230,miscellaneous,B,B,1,logprob,73,289.8,0.0,292.1
231,high_school_macroeconomics,D,B,0,logprob,109,364.7,0.0,366.6
232,moral_scenarios,A,A,1,logprob,134,436.4,0.0,438.9
233,high_school_microeconomics,C,C,1,logprob,76,294.6,0.0,296.9
234,elementary_mathematics,B,A,0,logprob,126,372.6,0.0,374.4
235,moral_disputes,B,A,0,logprob,119,376.7,0.0,378.6
236,college_computer_science,D,B,0,logprob,124,382.2,0.0,384.2
237,elementary_mathematics,D,A,0,logprob,64,233.5,0.0,235.4
238,high_school_world_history,D,B,0,logprob,338,935.6,0.0,937.9
239,conceptual_physics,D,D,1,logprob,50,234.3,0.0,236.9
240,moral_scenarios,A,B,0,logprob,129,380.7,0.0,382.7
241,professional_law,C,B,0,logprob,428,1169.2,0.0,1171.7
242,sociology,A,A,1,logprob,95,310.6,0.0,313.6
243,miscellaneous,D,D,1,logprob,62,227.2,0.0,229.1
244,philosophy,D,B,0,logprob,104,364.8,0.0,366.8
245,moral_scenarios,A,C,0,logprob,142,446.9,0.0,448.8
246,global_facts,B,B,1,logprob,194,537.7,0.0,540.9
247,high_school_world_history,D,A,0,logprob,292,780.8,0.0,784.7
248,miscellaneous,B,D,0,logprob,110,383.9,0.0,386.6
249,professional_law,B,D,0,logprob,213,611.0,0.0,613.4
250,professional_law,B,D,0,logprob,265,784.5,0.0,787.0
251,nutrition,A,A,1,logprob,66,236.4,0.0,239.0
252,high_school_chemistry,B,D,0,logprob,76,308.9,0.0,313.3
253,high_school_macroeconomics,D,D,1,logprob,133,450.7,0.0,456.3
254,moral_scenarios,C,C,1,logprob,137,441.9,0.0,445.3
255,international_law,C,C,1,logprob,96,299.0,0.0,300.9
256,professional_accounting,C,A,0,logprob,86,291.8,0.0,293.8
257,professional_law,D,A,0,logprob,278,756.8,0.0,759.1
258,marketing,C,C,1,logprob,117,389.7,0.0,392.3
259,nutrition,D,D,1,logprob,102,380.5,0.0,382.8
260,high_school_european_history,C,C,1,logprob,233,694.0,0.0,696.4
261,moral_scenarios,D,C,0,logprob,145,464.3,0.0,466.9
262,clinical_knowledge,A,B,0,logprob,90,305.5,0.0,307.9
263,nutrition,D,A,0,logprob,94,302.8,0.0,304.8
264,high_school_statistics,D,A,0,logprob,125,373.4,0.0,375.3
265,elementary_mathematics,A,B,0,logprob,60,227.9,0.0,229.9
266,college_biology,D,D,1,logprob,68,226.8,0.0,228.5
267,virology,D,D,1,logprob,77,296.9,0.0,298.8
268,moral_scenarios,C,B,0,logprob,136,457.5,0.0,459.6
269,conceptual_physics,C,B,0,logprob,61,231.1,0.0,233.3
270,miscellaneous,C,D,0,logprob,96,300.5,0.0,304.4
271,moral_scenarios,A,B,0,logprob,134,453.6,0.0,459.3
272,moral_disputes,A,A,1,logprob,129,392.3,0.0,399.4
273,professional_law,D,A,0,logprob,251,708.9,0.0,717.4
274,high_school_biology,D,B,0,logprob,87,319.0,0.0,327.5
275,professional_medicine,D,B,0,logprob,142,470.4,0.0,477.6
276,professional_law,B,B,1,logprob,361,969.3,0.0,978.6
277,anatomy,A,B,0,logprob,129,370.6,0.0,380.2
278,high_school_us_history,C,C,1,logprob,183,500.7,0.0,509.8
279,computer_security,D,B,0,logprob,144,429.7,0.0,437.2
280,moral_scenarios,D,C,0,logprob,126,361.8,0.0,369.1
281,international_law,D,C,0,logprob,117,374.8,0.0,381.8
282,moral_scenarios,C,B,0,logprob,140,454.9,0.0,462.1
283,professional_law,C,A,0,logprob,254,673.9,0.0,683.1
284,miscellaneous,C,C,1,logprob,54,231.1,0.0,240.1
285,abstract_algebra,C,A,0,logprob,89,328.8,0.0,336.3
286,marketing,A,A,1,logprob,94,299.3,0.0,306.5
287,high_school_european_history,D,D,1,logprob,285,721.4,0.0,728.8
288,professional_accounting,A,B,0,logprob,196,528.3,0.0,537.3
289,high_school_psychology,D,D,1,logprob,69,301.8,0.0,309.1
290,elementary_mathematics,B,A,0,logprob,87,296.9,0.0,303.1
291,professional_medicine,A,A,1,logprob,257,648.2,0.0,656.1
292,moral_scenarios,D,C,0,logprob,137,442.5,0.0,450.6
293,high_school_macroeconomics,A,A,1,logprob,76,301.1,0.0,307.7
294,formal_logic,D,B,0,logprob,64,226.8,0.0,232.9
295,elementary_mathematics,B,A,0,logprob,101,359.9,0.0,366.4
296,moral_scenarios,B,C,0,logprob,137,424.8,0.0,431.0
297,high_school_geography,C,B,0,logprob,73,296.1,0.0,302.5
298,moral_scenarios,C,B,0,logprob,137,445.7,0.0,452.8
299,professional_accounting,B,B,1,logprob,121,364.4,0.0,371.0
300,elementary_mathematics,C,B,0,logprob,103,357.9,0.0,364.2
301,high_school_biology,C,C,1,logprob,90,291.8,0.0,297.0
302,philosophy,B,C,0,logprob,99,286.8,0.0,288.8
303,high_school_us_history,C,C,1,logprob,376,1050.0,0.0,1052.4
304,college_medicine,B,D,0,logprob,183,576.6,0.0,580.2
305,professional_law,A,D,0,logprob,296,887.6,0.0,890.6
306,prehistory,B,B,1,logprob,68,241.5,0.0,244.3
307,public_relations,A,B,0,logprob,128,392.3,0.0,394.8
308,philosophy,C,C,1,logprob,83,308.8,0.0,312.1
309,high_school_biology,B,B,1,logprob,112,383.2,0.0,386.0
310,professional_law,D,C,0,logprob,417,1163.4,0.0,1169.3
311,high_school_government_and_politics,D,D,1,logprob,75,322.3,0.0,333.8
312,elementary_mathematics,B,B,1,logprob,121,420.8,0.0,425.5
313,miscellaneous,C,B,0,logprob,257,692.9,0.0,698.3
314,high_school_us_history,B,B,1,logprob,221,629.9,0.0,639.1
315,professional_accounting,D,C,0,logprob,188,517.7,0.0,526.0
316,sociology,D,D,1,logprob,89,296.7,0.0,304.7
317,moral_scenarios,D,C,0,logprob,155,459.2,0.0,467.7
318,econometrics,D,B,0,logprob,81,291.5,0.0,295.6
319,high_school_psychology,C,C,1,logprob,60,210.4,0.0,212.4
320,medical_genetics,B,B,1,logprob,70,281.0,0.0,283.2
321,professional_law,C,C,1,logprob,306,858.4,0.0,861.0
322,professional_law,A,D,0,logprob,247,686.2,0.0,689.7
323,us_foreign_policy,B,B,1,logprob,85,311.8,0.0,317.2
324,professional_medicine,A,A,1,logprob,132,378.2,0.0,385.9
325,professional_accounting,A,A,1,logprob,105,392.1,0.0,399.1
326,formal_logic,D,A,0,logprob,88,309.0,0.0,314.3
327,human_aging,A,B,0,logprob,106,365.6,0.0,370.6
328,high_school_world_history,B,B,1,logprob,212,583.8,0.0,586.3
329,management,C,A,0,logprob,66,230.8,0.0,233.3
330,human_aging,C,C,1,logprob,96,325.3,0.0,327.2
331,high_school_macroeconomics,B,B,1,logprob,99,307.5,0.0,309.7
332,professional_law,A,B,0,logprob,231,678.0,0.0,680.7
333,moral_scenarios,D,B,0,logprob,125,394.0,0.0,396.6
334,high_school_macroeconomics,D,A,0,logprob,85,303.1,0.0,305.1
335,human_aging,C,B,0,logprob,89,298.2,0.0,300.9
336,high_school_macroeconomics,B,D,0,logprob,112,371.7,0.0,376.5
337,nutrition,D,D,1,logprob,64,234.9,0.0,241.6
338,nutrition,C,C,1,logprob,67,231.8,0.0,237.9
339,high_school_mathematics,D,A,0,logprob,85,296.6,0.0,302.3
340,professional_law,D,C,0,logprob,211,591.6,0.0,597.4
341,professional_accounting,B,B,1,logprob,174,528.1,0.0,536.1
342,professional_law,C,B,0,logprob,359,1006.4,0.0,1014.9
343,professional_law,A,A,1,logprob,177,534.0,0.0,544.0
344,human_aging,C,C,1,logprob,67,226.3,0.0,233.2
345,moral_disputes,B,B,1,logprob,118,350.9,0.0,356.3
346,high_school_us_history,B,B,1,logprob,407,1040.1,0.0,1049.5
347,logical_fallacies,C,C,1,logprob,118,371.2,0.0,380.6
348,abstract_algebra,B,A,0,logprob,92,293.8,0.0,301.4
349,moral_scenarios,D,B,0,logprob,137,437.7,0.0,444.5
350,moral_scenarios,C,C,1,logprob,128,368.2,0.0,374.2
351,astronomy,C,A,0,logprob,123,360.1,0.0,367.0
352,high_school_european_history,D,B,0,logprob,288,728.8,0.0,737.5
353,high_school_macroeconomics,A,A,1,logprob,113,381.9,0.0,389.8
354,security_studies,D,D,1,logprob,90,297.7,0.0,304.7
355,moral_scenarios,C,C,1,logprob,138,434.7,0.0,442.0
356,high_school_statistics,A,B,0,logprob,196,524.7,0.0,532.3
357,professional_psychology,A,D,0,logprob,149,451.2,0.0,459.8
358,professional_law,D,D,1,logprob,210,585.5,0.0,593.7
359,virology,C,C,1,logprob,86,295.9,0.0,304.9
360,miscellaneous,A,A,1,logprob,88,293.8,0.0,300.4
361,high_school_biology,B,B,1,logprob,76,287.2,0.0,293.4
362,college_computer_science,C,C,1,logprob,82,285.1,0.0,291.1
363,clinical_knowledge,A,A,1,logprob,64,222.0,0.0,227.8
364,high_school_mathematics,D,A,0,logprob,112,373.5,0.0,379.7
365,moral_scenarios,C,C,1,logprob,136,442.0,0.0,449.3
366,anatomy,A,A,1,logprob,65,222.3,0.0,227.9
367,conceptual_physics,D,A,0,logprob,75,301.3,0.0,307.2
368,professional_psychology,B,A,0,logprob,103,381.5,0.0,387.8
369,college_computer_science,D,B,0,logprob,228,630.5,0.0,635.3
370,electrical_engineering,A,B,0,logprob,91,328.9,0.0,331.7
371,miscellaneous,A,C,0,logprob,68,262.0,0.0,265.2
372,prehistory,C,C,1,logprob,132,381.4,0.0,384.8
373,moral_disputes,B,A,0,logprob,79,297.5,0.0,299.8
374,prehistory,A,D,0,logprob,76,289.2,0.0,291.3
375,miscellaneous,A,A,1,logprob,62,252.3,0.0,254.5
376,computer_security,A,A,1,logprob,63,241.6,0.0,243.5
377,miscellaneous,B,B,1,logprob,64,242.3,0.0,244.2
378,marketing,B,C,0,logprob,71,321.4,0.0,323.4
379,professional_psychology,C,D,0,logprob,97,347.9,0.0,350.6
380,security_studies,D,D,1,logprob,176,564.7,0.0,570.6
381,prehistory,D,A,0,logprob,168,561.5,0.0,569.7
382,college_medicine,D,D,1,logprob,82,327.2,0.0,334.9
383,professional_law,B,B,1,logprob,82,314.8,0.0,321.5
384,high_school_european_history,A,A,1,logprob,663,1735.1,0.0,1749.7
385,moral_scenarios,C,B,0,logprob,139,470.7,0.0,482.3
386,high_school_chemistry,C,B,0,logprob,129,411.5,0.0,417.0
387,miscellaneous,A,B,0,logprob,61,254.9,0.0,257.9
388,high_school_geography,B,B,1,logprob,81,327.4,0.0,329.8
389,moral_disputes,A,A,1,logprob,69,290.2,0.0,292.5
390,formal_logic,A,A,1,logprob,173,562.3,0.0,564.8
391,electrical_engineering,A,D,0,logprob,86,340.1,0.0,342.4
392,elementary_mathematics,D,,0,none,87,335.4,0.0,337.9
393,human_aging,D,D,1,logprob,82,344.8,0.0,349.0
394,high_school_computer_science,D,B,0,logprob,118,417.1,0.0,420.8
395,conceptual_physics,D,D,1,logprob,57,318.1,0.0,322.0
396,high_school_microeconomics,D,B,0,logprob,78,556.1,0.0,560.4
397,professional_law,A,D,0,logprob,312,1568.9,0.0,1574.7
398,professional_law,C,C,1,logprob,248,876.0,0.0,885.1
399,moral_scenarios,D,C,0,logprob,153,484.9,0.0,488.0
400,professional_psychology,D,A,0,logprob,66,231.2,0.0,233.6
401,public_relations,A,A,1,logprob,67,224.9,0.0,226.9
402,professional_law,A,B,0,logprob,296,878.4,0.0,882.8
403,miscellaneous,D,D,1,logprob,57,277.4,0.0,282.5
404,high_school_macroeconomics,D,D,1,logprob,84,334.4,0.0,337.4
405,philosophy,B,B,1,logprob,96,332.2,0.0,334.3
406,professional_accounting,C,B,0,logprob,181,599.3,0.0,601.6
407,college_biology,D,D,1,logprob,81,349.3,0.0,351.9
408,prehistory,A,A,1,logprob,96,352.1,0.0,354.1
409,us_foreign_policy,B,B,1,logprob,67,252.9,0.0,255.2
410,astronomy,D,D,1,logprob,80,349.5,0.0,351.3
411,marketing,C,B,0,logprob,113,391.8,0.0,394.2
412,high_school_chemistry,D,D,1,logprob,110,370.9,0.0,373.0
413,prehistory,C,C,1,logprob,81,281.0,0.0,283.0
414,anatomy,B,C,0,logprob,90,312.5,0.0,314.5
415,us_foreign_policy,C,B,0,logprob,67,257.4,0.0,259.5
416,moral_scenarios,B,C,0,logprob,139,509.9,0.0,512.5
417,miscellaneous,D,D,1,logprob,73,300.4,0.0,302.6
418,econometrics,C,C,1,logprob,139,414.0,0.0,416.2
419,miscellaneous,B,B,1,logprob,52,217.0,0.0,219.5
420,professional_accounting,A,A,1,logprob,106,424.7,0.0,427.3
421,high_school_psychology,D,D,1,logprob,135,586.0,0.0,588.7
