id,subject,gold,pred,correct,method,prompt_n,prompt_ms,predicted_ms,wall_ms
33,professional_psychology,B,C,0,logprob,61,143.2,0.0,149.0
34,high_school_statistics,D,A,0,logprob,198,353.9,0.0,358.6
35,philosophy,A,B,0,logprob,90,185.0,0.0,189.3
36,professional_law,C,A,0,logprob,423,677.2,0.0,685.8
37,professional_accounting,C,B,0,logprob,87,189.4,0.0,202.8
38,high_school_psychology,B,B,1,logprob,158,275.2,0.0,284.4
39,high_school_us_history,A,A,1,logprob,320,498.8,0.0,506.4
40,astronomy,D,A,0,logprob,95,192.5,0.0,204.8
41,professional_medicine,B,A,0,logprob,102,230.6,0.0,240.1
42,professional_medicine,D,D,1,logprob,416,633.5,0.0,641.7
43,moral_scenarios,D,C,0,logprob,143,267.8,0.0,272.5
44,professional_psychology,C,C,1,logprob,94,182.6,0.0,186.2
45,philosophy,D,D,1,logprob,82,181.0,0.0,184.4
46,miscellaneous,C,C,1,logprob,59,138.6,0.0,141.9
47,moral_scenarios,C,C,1,logprob,129,226.1,0.0,229.6
48,nutrition,C,C,1,logprob,63,138.8,0.0,142.0
49,conceptual_physics,C,A,0,logprob,92,181.9,0.0,185.2
50,high_school_geography,D,D,1,logprob,84,180.5,0.0,184.3
51,philosophy,D,B,0,logprob,98,184.5,0.0,188.2
52,high_school_world_history,B,B,1,logprob,344,537.4,0.0,541.3
53,miscellaneous,A,B,0,logprob,60,138.0,0.0,144.1
54,high_school_physics,A,D,0,logprob,231,401.2,0.0,405.3
55,high_school_macroeconomics,D,A,0,logprob,105,223.5,0.0,227.6
56,electrical_engineering,D,A,0,logprob,83,181.3,0.0,185.8
57,sociology,C,C,1,logprob,110,225.6,0.0,229.3
58,high_school_mathematics,D,,0,none,64,141.8,0.0,145.4
59,clinical_knowledge,A,A,1,logprob,78,181.9,0.0,185.8
60,high_school_biology,A,A,1,logprob,85,182.4,0.0,186.7
61,high_school_macroeconomics,B,C,0,logprob,79,181.2,0.0,185.2
62,college_biology,D,D,1,logprob,130,227.8,0.0,231.9
63,marketing,C,C,1,logprob,85,182.8,0.0,189.1
64,moral_disputes,D,A,0,logprob,119,227.0,0.0,231.0
65,moral_scenarios,B,C,0,logprob,132,224.3,0.0,228.5
66,philosophy,D,D,1,logprob,78,180.8,0.0,184.8
67,moral_scenarios,B,A,0,logprob,129,227.7,0.0,231.5
68,college_mathematics,B,,0,none,138,269.6,0.0,274.1
69,elementary_mathematics,A,A,1,logprob,123,226.2,0.0,231.1
70,prehistory,D,B,0,logprob,69,180.2,0.0,188.4
71,professional_medicine,A,A,1,logprob,358,581.5,0.0,587.6
72,professional_psychology,C,A,0,logprob,93,184.9,0.0,190.1
73,conceptual_physics,B,B,1,logprob,61,139.5,0.0,143.0
74,moral_scenarios,D,C,0,logprob,142,267.9,0.0,272.6
75,high_school_government_and_politics,B,B,1,logprob,78,182.6,0.0,187.4
76,professional_accounting,B,B,1,logprob,114,228.4,0.0,238.3
77,professional_psychology,D,D,1,logprob,78,183.5,0.0,193.9
78,formal_logic,C,A,0,generated,103,224.1,0.0,228.2
79,professional_psychology,A,,0,none,73,181.6,0.0,187.0
80,human_aging,A,D,0,logprob,75,180.6,0.0,187.5
81,logical_fallacies,B,B,1,logprob,157,273.0,0.0,278.3
82,moral_scenarios,C,B,0,logprob,126,226.3,0.0,231.1
83,high_school_government_and_politics,B,D,0,logprob,108,223.2,0.0,227.6
84,miscellaneous,A,A,1,logprob,58,138.9,0.0,144.2
85,professional_accounting,D,C,0,logprob,151,271.3,0.0,276.1
86,elementary_mathematics,B,A,0,logprob,112,225.3,0.0,229.4
87,conceptual_physics,A,B,0,logprob,58,138.3,0.0,143.5
88,high_school_mathematics,C,,0,none,93,183.8,0.0,188.4
89,high_school_geography,B,B,1,logprob,88,181.7,0.0,187.4
90,machine_learning,C,,0,none,153,271.4,0.0,275.8
91,conceptual_physics,A,B,0,logprob,76,179.8,0.0,183.8
92,human_sexuality,D,D,1,logprob,157,272.7,0.0,283.0
93,sociology,D,D,1,logprob,119,225.9,0.0,230.3
94,professional_law,C,C,1,logprob,353,556.2,0.0,568.6
95,conceptual_physics,A,A,1,logprob,77,186.0,0.0,201.8
96,high_school_government_and_politics,A,A,1,logprob,101,233.5,0.0,245.9
97,computer_security,A,A,1,logprob,60,140.7,0.0,150.0
98,moral_scenarios,A,C,0,logprob,129,233.2,0.0,246.9
99,moral_scenarios,C,C,1,logprob,131,230.3,0.0,241.1
100,global_facts,B,C,0,logprob,83,181.3,0.0,185.6
101,computer_security,D,D,1,logprob,66,139.7,0.0,144.8
102,conceptual_physics,B,C,0,logprob,68,137.9,0.0,142.0
103,public_relations,C,C,1,logprob,126,227.9,0.0,232.6
104,moral_disputes,A,B,0,logprob,120,225.9,0.0,230.6
105,clinical_knowledge,C,C,1,logprob,72,199.2,0.0,204.5
106,computer_security,C,C,1,logprob,86,182.6,0.0,187.8
107,professional_accounting,D,B,0,logprob,158,271.9,0.0,278.8
108,high_school_psychology,D,D,1,logprob,107,224.8,0.0,229.4
109,high_school_mathematics,D,,0,none,72,179.4,0.0,184.2
110,moral_scenarios,D,C,0,logprob,140,268.0,0.0,273.4
111,professional_psychology,B,A,0,logprob,137,267.3,0.0,276.8
112,clinical_knowledge,C,C,1,logprob,80,183.0,0.0,188.6
113,miscellaneous,D,D,1,logprob,76,181.9,0.0,188.5
114,high_school_us_history,C,A,0,generated,394,637.1,0.0,648.5
115,moral_scenarios,D,C,0,logprob,133,269.5,0.0,281.3
116,professional_law,C,C,1,logprob,166,312.3,0.0,319.7
117,anatomy,D,B,0,logprob,78,181.6,0.0,188.0
118,philosophy,A,A,1,logprob,89,196.3,0.0,207.5
119,high_school_psychology,A,A,1,logprob,86,196.6,0.0,220.0
120,high_school_geography,B,A,0,logprob,75,180.9,0.0,186.9
121,international_law,B,B,1,logprob,132,226.0,0.0,259.2
122,human_aging,B,A,0,logprob,59,142.8,0.0,149.8
123,moral_scenarios,D,B,0,logprob,143,274.7,0.0,287.7
124,elementary_mathematics,A,,0,none,129,230.6,0.0,246.2
125,high_school_microeconomics,D,C,0,logprob,92,182.0,0.0,186.1
126,computer_security,C,B,0,logprob,255,413.0,0.0,417.8
127,professional_law,B,B,1,logprob,257,419.2,0.0,426.7
128,global_facts,A,B,0,logprob,86,209.5,0.0,218.3
129,philosophy,C,C,1,logprob,81,181.6,0.0,188.4
130,high_school_psychology,A,A,1,logprob,80,181.1,0.0,185.3
131,moral_scenarios,B,B,1,logprob,158,270.9,0.0,280.7
132,us_foreign_policy,B,B,1,logprob,95,184.0,0.0,261.9
133,professional_psychology,C,A,0,logprob,78,184.6,0.0,191.7
134,high_school_biology,B,B,1,logprob,117,225.5,0.0,268.2
135,prehistory,C,B,0,logprob,68,138.1,0.0,147.7
136,high_school_physics,B,,0,none,121,228.8,0.0,234.9
137,professional_law,D,D,1,logprob,262,449.0,0.0,457.7
138,philosophy,D,D,1,logprob,75,181.2,0.0,186.4
139,us_foreign_policy,C,C,1,logprob,77,180.1,0.0,184.0
140,conceptual_physics,C,C,1,logprob,64,139.1,0.0,144.5
141,professional_law,C,C,1,logprob,241,401.8,0.0,408.8
142,high_school_european_history,C,C,1,logprob,378,595.5,0.0,607.0
143,high_school_world_history,A,B,0,logprob,336,554.0,0.0,564.3
144,professional_psychology,A,A,1,logprob,68,140.5,0.0,145.8
145,astronomy,A,A,1,logprob,119,229.6,0.0,246.0
146,sociology,D,D,1,logprob,96,186.6,0.0,190.7
147,world_religions,C,C,1,logprob,66,140.6,0.0,144.2
148,moral_scenarios,D,C,0,logprob,132,227.1,0.0,231.7
149,formal_logic,C,A,0,logprob,120,234.6,0.0,239.9
150,college_chemistry,B,,0,none,120,233.7,0.0,239.3
151,college_mathematics,D,A,0,generated,134,278.5,0.0,283.8
152,professional_law,C,B,0,generated,550,901.9,0.0,911.9
153,high_school_government_and_politics,D,D,1,logprob,123,230.2,0.0,241.3
154,high_school_physics,D,D,1,logprob,118,232.5,0.0,241.1
155,moral_disputes,C,B,0,logprob,93,188.6,0.0,215.9
156,high_school_european_history,C,C,1,logprob,482,747.0,0.0,758.5
157,professional_law,B,D,0,logprob,334,551.0,0.0,565.5
158,professional_law,C,C,1,logprob,292,462.3,0.0,476.2
159,abstract_algebra,C,,0,none,74,187.3,0.0,197.0
160,sociology,C,C,1,logprob,111,227.4,0.0,234.6
161,electrical_engineering,D,A,0,logprob,65,143.0,0.0,147.8
162,moral_disputes,B,A,0,logprob,98,189.5,0.0,196.3
163,moral_disputes,B,B,1,logprob,106,230.7,0.0,248.7
164,high_school_macroeconomics,A,D,0,logprob,129,232.1,0.0,241.3
165,professional_psychology,D,A,0,logprob,119,225.7,0.0,230.0
166,high_school_psychology,A,A,1,logprob,112,230.0,0.0,235.4
167,moral_scenarios,A,C,0,logprob,137,274.2,0.0,280.4
168,miscellaneous,D,D,1,logprob,65,141.1,0.0,146.5
169,high_school_government_and_politics,A,B,0,logprob,114,226.9,0.0,231.5
170,security_studies,C,C,1,logprob,128,233.6,0.0,241.5
171,high_school_macroeconomics,D,D,1,logprob,94,188.7,0.0,198.4
172,professional_law,A,C,0,logprob,288,462.7,0.0,471.2
173,virology,B,D,0,logprob,74,184.0,0.0,190.9
174,sociology,A,A,1,logprob,95,185.2,0.0,190.6
175,moral_disputes,D,B,0,logprob,65,140.5,0.0,149.4
176,prehistory,C,C,1,logprob,91,187.0,0.0,194.6
177,astronomy,A,A,1,logprob,128,232.0,0.0,240.6
178,sociology,A,C,0,logprob,100,186.0,0.0,192.0
179,high_school_psychology,A,A,1,logprob,79,186.6,0.0,193.7
180,high_school_statistics,B,B,1,logprob,84,188.2,0.0,197.7
181,high_school_european_history,D,C,0,logprob,645,1036.9,0.0,1048.6
182,business_ethics,D,D,1,logprob,107,229.1,0.0,244.6
183,high_school_psychology,B,A,0,logprob,109,229.1,0.0,234.8
184,elementary_mathematics,A,B,0,logprob,64,142.9,0.0,148.6
185,moral_disputes,B,B,1,logprob,64,142.3,0.0,147.3
186,high_school_microeconomics,A,A,1,logprob,90,186.2,0.0,193.2
187,high_school_european_history,D,D,1,logprob,263,462.2,0.0,472.2
188,electrical_engineering,B,B,1,logprob,58,153.9,0.0,166.9
189,clinical_knowledge,B,A,0,logprob,105,241.1,0.0,252.8
190,high_school_psychology,C,C,1,logprob,156,299.4,0.0,314.6
191,high_school_mathematics,C,,0,none,113,242.9,0.0,250.5
192,security_studies,B,B,1,logprob,236,436.3,0.0,447.8
193,high_school_psychology,A,A,1,logprob,121,240.6,0.0,252.5
194,moral_scenarios,C,C,1,logprob,136,281.9,0.0,289.1
195,high_school_statistics,D,A,0,generated,120,236.9,0.0,242.1
196,philosophy,C,C,1,logprob,78,192.9,0.0,200.0
197,miscellaneous,C,C,1,logprob,76,187.5,0.0,200.1
198,professional_psychology,C,C,1,logprob,132,232.7,0.0,240.7
199,logical_fallacies,B,B,1,logprob,64,142.8,0.0,146.5
200,clinical_knowledge,B,B,1,logprob,68,141.2,0.0,144.6
201,logical_fallacies,D,D,1,logprob,114,233.1,0.0,236.8
202,moral_disputes,D,D,1,logprob,74,185.0,0.0,190.6
203,machine_learning,A,A,1,generated,98,196.9,0.0,203.0
204,miscellaneous,C,A,0,logprob,64,142.4,0.0,163.1
205,professional_law,D,C,0,logprob,164,277.7,0.0,282.4
206,nutrition,D,D,1,logprob,54,141.0,0.0,148.4
207,high_school_statistics,C,D,0,logprob,119,231.9,0.0,236.4
208,miscellaneous,B,B,1,logprob,60,139.9,0.0,144.4
209,high_school_chemistry,B,B,1,logprob,86,186.1,0.0,189.7
210,sociology,C,C,1,logprob,84,185.8,0.0,191.0
211,virology,B,B,1,logprob,72,196.2,0.0,201.4
212,prehistory,C,C,1,logprob,101,230.6,0.0,237.1
213,professional_law,C,C,1,logprob,341,575.3,0.0,582.4
214,moral_scenarios,C,C,1,logprob,134,277.8,0.0,286.2
215,high_school_psychology,D,D,1,logprob,85,189.5,0.0,193.9
216,moral_scenarios,B,A,0,logprob,140,281.5,0.0,285.4
217,high_school_macroeconomics,D,D,1,logprob,101,233.4,0.0,237.4
218,management,B,B,1,logprob,62,147.1,0.0,150.5
219,moral_scenarios,B,B,1,logprob,134,279.5,0.0,283.8
220,world_religions,C,C,1,logprob,62,146.4,0.0,151.5
221,high_school_microeconomics,D,C,0,logprob,100,193.1,0.0,198.6
222,astronomy,C,C,1,logprob,145,287.9,0.0,292.4
223,miscellaneous,B,A,0,logprob,74,187.8,0.0,192.4
224,professional_law,C,A,0,logprob,400,680.7,0.0,686.3
225,high_school_biology,B,A,0,logprob,84,189.6,0.0,195.6
226,moral_disputes,C,C,1,logprob,112,233.7,0.0,239.6
227,high_school_psychology,D,D,1,logprob,115,243.5,0.0,249.3
228,high_school_psychology,D,D,1,logprob,75,188.7,0.0,192.5
229,high_school_physics,C,A,0,generated,170,332.9,0.0,336.9
230,miscellaneous,B,B,1,logprob,73,187.8,0.0,192.7
231,high_school_macroeconomics,D,B,0,logprob,109,231.8,0.0,236.7
232,moral_scenarios,A,C,0,logprob,134,279.5,0.0,284.8
233,high_school_microeconomics,C,C,1,logprob,76,185.7,0.0,190.7
234,elementary_mathematics,B,,0,none,126,235.0,0.0,240.4
235,moral_disputes,B,A,0,logprob,119,241.2,0.0,247.0
236,college_computer_science,D,A,0,logprob,124,237.3,0.0,241.5
237,elementary_mathematics,D,,0,none,64,143.8,0.0,148.1
238,high_school_world_history,D,A,0,logprob,338,582.3,0.0,590.0
239,conceptual_physics,D,D,1,logprob,50,144.1,0.0,149.8
240,moral_scenarios,A,B,0,logprob,129,235.1,0.0,239.7
241,professional_law,C,C,1,logprob,428,713.2,0.0,719.4
242,sociology,A,A,1,logprob,95,188.6,0.0,196.2
243,miscellaneous,D,D,1,logprob,62,145.7,0.0,149.8
244,philosophy,D,B,0,logprob,104,237.0,0.0,242.2
245,moral_scenarios,A,C,0,logprob,142,287.1,0.0,291.6
246,global_facts,B,B,1,logprob,194,343.1,0.0,348.7
247,high_school_world_history,D,A,0,logprob,292,479.0,0.0,484.9
248,miscellaneous,B,C,0,logprob,110,237.2,0.0,245.5
249,professional_law,B,D,0,logprob,213,376.3,0.0,384.1
250,professional_law,B,B,1,logprob,265,476.6,0.0,484.2
251,nutrition,A,A,1,logprob,66,148.0,0.0,159.4
252,high_school_chemistry,B,A,0,logprob,76,184.9,0.0,193.5
253,high_school_macroeconomics,D,D,1,logprob,133,278.3,0.0,286.9
254,moral_scenarios,C,C,1,logprob,137,281.7,0.0,295.0
255,international_law,C,C,1,logprob,96,194.4,0.0,206.1
256,professional_accounting,C,B,0,logprob,86,188.5,0.0,196.8
257,professional_law,D,A,0,logprob,278,470.9,0.0,478.6
258,marketing,C,C,1,logprob,117,237.1,0.0,252.1
259,nutrition,D,D,1,logprob,102,230.9,0.0,240.3
260,high_school_european_history,C,C,1,logprob,233,419.9,0.0,427.9
261,moral_scenarios,D,C,0,logprob,145,281.0,0.0,292.7
262,clinical_knowledge,A,B,0,logprob,90,190.1,0.0,199.8
263,nutrition,D,A,0,logprob,94,187.2,0.0,193.4
264,high_school_statistics,D,,0,none,125,233.5,0.0,241.7
265,elementary_mathematics,A,A,1,logprob,60,143.2,0.0,154.3
266,college_biology,D,D,1,logprob,68,140.7,0.0,146.9
267,virology,D,D,1,logprob,77,185.5,0.0,189.2
268,moral_scenarios,C,C,1,logprob,136,277.0,0.0,280.7
269,conceptual_physics,C,A,0,logprob,61,145.3,0.0,149.9
270,miscellaneous,C,C,1,logprob,96,194.7,0.0,198.7
271,moral_scenarios,A,C,0,logprob,134,290.7,0.0,296.1
272,moral_disputes,A,A,1,logprob,129,249.0,0.0,253.7
273,professional_law,D,A,0,logprob,251,444.2,0.0,451.1
274,high_school_biology,D,B,0,logprob,87,197.8,0.0,218.6
275,professional_medicine,D,A,0,logprob,142,291.3,0.0,295.5
276,professional_law,B,B,1,logprob,361,624.2,0.0,631.2
277,anatomy,A,D,0,logprob,129,244.3,0.0,257.9
278,high_school_us_history,C,C,1,logprob,183,330.8,0.0,342.4
279,computer_security,D,A,0,logprob,144,299.4,0.0,303.7
280,moral_scenarios,D,C,0,logprob,126,244.9,0.0,254.4
281,international_law,D,C,0,logprob,117,245.8,0.0,249.5
282,moral_scenarios,C,C,1,logprob,140,290.9,0.0,295.2
283,professional_law,C,A,0,logprob,254,442.2,0.0,448.6
284,miscellaneous,C,C,1,logprob,54,148.0,0.0,153.8
285,abstract_algebra,C,A,0,generated,89,193.3,0.0,197.4
286,marketing,A,A,1,logprob,94,198.4,0.0,202.0
287,high_school_european_history,D,D,1,logprob,285,585.2,0.0,594.1
288,professional_accounting,A,C,0,logprob,196,363.1,0.0,374.9
289,high_school_psychology,D,D,1,logprob,69,210.6,0.0,216.1
290,elementary_mathematics,B,,0,none,87,213.3,0.0,218.9
291,professional_medicine,A,,0,none,257,460.2,0.0,468.0
292,moral_scenarios,D,C,0,logprob,137,311.7,0.0,321.2
293,high_school_macroeconomics,A,A,1,logprob,76,210.2,0.0,218.3
294,formal_logic,D,C,0,logprob,64,163.8,0.0,168.0
295,elementary_mathematics,B,,0,none,101,274.4,0.0,279.2
296,moral_scenarios,B,C,0,logprob,137,326.1,0.0,332.4
297,high_school_geography,C,B,0,logprob,73,217.2,0.0,227.7
298,moral_scenarios,C,B,0,logprob,137,323.2,0.0,334.5
299,professional_accounting,B,C,0,logprob,121,267.4,0.0,274.1
300,elementary_mathematics,C,C,1,generated,103,258.7,0.0,265.2
301,high_school_biology,C,C,1,logprob,90,208.9,0.0,216.3
302,philosophy,B,D,0,logprob,99,206.5,0.0,212.0
303,high_school_us_history,C,C,1,logprob,376,643.3,0.0,652.5
304,college_medicine,B,D,0,logprob,183,348.5,0.0,358.7
305,professional_law,A,D,0,logprob,296,557.1,0.0,565.9
306,prehistory,B,B,1,logprob,68,153.6,0.0,167.4
307,public_relations,A,B,0,logprob,128,248.8,0.0,258.9
308,philosophy,C,C,1,logprob,83,207.4,0.0,215.8
309,high_school_biology,B,B,1,logprob,112,251.7,0.0,259.6
310,professional_law,D,C,0,logprob,417,717.0,0.0,723.3
311,high_school_government_and_politics,D,D,1,logprob,75,213.3,0.0,223.9
312,elementary_mathematics,B,A,0,generated,121,264.6,0.0,270.1
313,miscellaneous,C,C,1,logprob,257,462.3,0.0,470.8
314,high_school_us_history,B,D,0,logprob,221,404.8,0.0,413.9
315,professional_accounting,D,C,0,logprob,188,351.3,0.0,362.7
316,sociology,D,C,0,logprob,89,212.0,0.0,219.8
317,moral_scenarios,D,C,0,logprob,155,304.7,0.0,313.7
318,econometrics,D,B,0,logprob,81,207.3,0.0,217.0
319,high_school_psychology,C,C,1,logprob,60,152.4,0.0,164.1
320,medical_genetics,B,B,1,logprob,70,193.9,0.0,212.0
321,professional_law,C,C,1,logprob,306,516.7,0.0,525.7
322,professional_law,A,C,0,logprob,247,495.9,0.0,512.7
323,us_foreign_policy,B,B,1,logprob,85,217.5,0.0,226.0
324,professional_medicine,A,A,1,logprob,132,277.2,0.0,287.3
325,professional_accounting,A,A,1,logprob,105,265.6,0.0,288.7
326,formal_logic,D,A,0,logprob,88,231.4,0.0,237.6
327,human_aging,A,B,0,logprob,106,260.0,0.0,279.4
328,high_school_world_history,B,B,1,logprob,212,412.7,0.0,418.2
329,management,C,A,0,logprob,66,162.9,0.0,167.9
330,human_aging,C,C,1,logprob,96,217.8,0.0,221.9
331,high_school_macroeconomics,B,B,1,logprob,99,235.3,0.0,240.4
332,professional_law,A,B,0,logprob,231,650.0,0.0,663.6
333,moral_scenarios,D,C,0,logprob,125,435.9,0.0,466.4
334,high_school_macroeconomics,D,A,0,logprob,85,409.7,0.0,418.7
335,human_aging,C,B,0,logprob,89,411.9,0.0,420.3
336,high_school_macroeconomics,B,D,0,logprob,112,441.1,0.0,447.6
337,nutrition,D,D,1,logprob,64,243.3,0.0,249.6
338,nutrition,C,C,1,logprob,67,239.8,0.0,246.7
339,high_school_mathematics,D,A,0,generated,85,298.7,0.0,304.3
340,professional_law,D,C,0,logprob,211,561.8,0.0,568.3
341,professional_accounting,B,,0,none,174,485.4,0.0,490.8
342,professional_law,C,B,0,logprob,359,878.0,0.0,885.7
343,professional_law,A,A,1,logprob,177,458.2,0.0,467.1
344,human_aging,C,C,1,logprob,67,208.7,0.0,215.5
345,moral_disputes,B,B,1,logprob,118,326.0,0.0,333.5
346,high_school_us_history,B,B,1,logprob,407,893.7,0.0,968.5
347,logical_fallacies,C,C,1,logprob,118,306.2,0.0,313.6
348,abstract_algebra,B,B,1,logprob,92,257.1,0.0,262.8
349,moral_scenarios,D,B,0,logprob,137,392.1,0.0,398.8
350,moral_scenarios,C,C,1,logprob,128,327.3,0.0,335.1
351,astronomy,C,A,0,logprob,123,335.5,0.0,340.6
352,high_school_european_history,D,D,1,logprob,288,684.4,0.0,691.5
353,high_school_macroeconomics,A,A,1,logprob,113,346.7,0.0,355.6
354,security_studies,D,D,1,logprob,90,279.1,0.0,285.5
355,moral_scenarios,C,B,0,logprob,138,405.9,0.0,412.7
356,high_school_statistics,A,A,1,generated,196,475.1,0.0,482.7
357,professional_psychology,A,A,1,logprob,149,402.2,0.0,412.4
358,professional_law,D,D,1,logprob,210,556.8,0.0,564.3
359,virology,C,C,1,logprob,86,291.5,0.0,301.7
360,miscellaneous,A,A,1,logprob,88,297.9,0.0,303.4
361,high_school_biology,B,B,1,logprob,76,268.7,0.0,273.8
362,college_computer_science,C,C,1,logprob,82,248.0,0.0,257.5
363,clinical_knowledge,A,A,1,logprob,64,229.1,0.0,243.7
364,high_school_mathematics,D,,0,none,112,357.3,0.0,365.8
365,moral_scenarios,C,B,0,logprob,136,472.3,0.0,484.5
366,anatomy,A,C,0,logprob,65,271.2,0.0,278.9
367,conceptual_physics,D,C,0,logprob,75,364.1,0.0,372.2
368,professional_psychology,B,B,1,logprob,103,449.0,0.0,456.1
369,college_computer_science,D,A,0,generated,228,609.2,0.0,619.1
370,electrical_engineering,A,,0,none,91,270.4,0.0,286.9
371,miscellaneous,A,C,0,logprob,68,177.7,0.0,189.5
372,prehistory,C,C,1,logprob,132,278.0,0.0,288.3
373,moral_disputes,B,A,0,logprob,79,221.2,0.0,227.9
374,prehistory,A,B,0,logprob,76,228.8,0.0,234.2
375,miscellaneous,A,A,1,logprob,62,181.2,0.0,189.5
376,computer_security,A,A,1,logprob,63,185.8,0.0,193.7
377,miscellaneous,B,B,1,logprob,64,181.5,0.0,186.8
378,marketing,B,A,0,generated,71,252.6,0.0,260.3
379,professional_psychology,C,D,0,logprob,97,294.7,0.0,303.1
380,security_studies,D,D,1,logprob,176,492.3,0.0,501.4
381,prehistory,D,D,1,logprob,168,475.6,0.0,480.8
382,college_medicine,D,D,1,logprob,82,246.7,0.0,251.3
383,professional_law,B,B,1,logprob,82,228.2,0.0,233.0
384,high_school_european_history,A,A,1,logprob,663,1365.3,0.0,1383.1
385,moral_scenarios,C,B,0,logprob,139,380.1,0.0,396.2
386,high_school_chemistry,C,A,0,logprob,129,319.4,0.0,325.6
387,miscellaneous,A,B,0,logprob,61,206.5,0.0,216.3
388,high_school_geography,B,B,1,logprob,81,247.3,0.0,257.5
389,moral_disputes,A,A,1,logprob,69,238.1,0.0,245.2
390,formal_logic,A,A,1,generated,173,427.6,0.0,435.0
391,electrical_engineering,A,D,0,logprob,86,236.2,0.0,245.7
392,elementary_mathematics,D,,0,none,87,237.1,0.0,246.0
393,human_aging,D,D,1,logprob,82,255.1,0.0,260.5
394,high_school_computer_science,D,B,0,logprob,118,343.0,0.0,348.9
395,conceptual_physics,D,D,1,logprob,57,214.6,0.0,222.3
396,high_school_microeconomics,D,B,0,logprob,78,278.2,0.0,282.9
397,professional_law,A,D,0,logprob,312,713.5,0.0,719.5
398,professional_law,C,C,1,logprob,248,569.6,0.0,578.8
399,moral_scenarios,D,C,0,logprob,153,363.2,0.0,371.9
400,professional_psychology,D,A,0,logprob,66,196.6,0.0,205.9
401,public_relations,A,A,1,logprob,67,196.9,0.0,204.1
402,professional_law,A,A,1,logprob,296,843.2,0.0,855.6
403,miscellaneous,D,D,1,logprob,57,281.0,0.0,316.3
404,high_school_macroeconomics,D,D,1,logprob,84,341.7,0.0,355.9
405,philosophy,B,B,1,logprob,96,326.8,0.0,339.8
406,professional_accounting,C,B,0,logprob,181,515.5,0.0,522.8
407,college_biology,D,D,1,logprob,81,272.5,0.0,279.5
408,prehistory,A,A,1,logprob,96,270.1,0.0,275.5
409,us_foreign_policy,B,B,1,logprob,67,216.3,0.0,223.5
410,astronomy,D,D,1,logprob,80,282.4,0.0,290.6
411,marketing,C,B,0,logprob,113,376.7,0.0,385.8
412,high_school_chemistry,D,A,0,logprob,110,390.8,0.0,398.4
413,prehistory,C,C,1,logprob,81,285.9,0.0,293.0
414,anatomy,B,C,0,logprob,90,288.1,0.0,294.2
415,us_foreign_policy,C,B,0,logprob,67,233.8,0.0,239.2
416,moral_scenarios,B,C,0,logprob,139,460.8,0.0,466.8
417,miscellaneous,D,D,1,logprob,73,307.4,0.0,312.2
418,econometrics,C,A,0,logprob,139,449.5,0.0,454.5
419,miscellaneous,B,A,0,logprob,52,226.5,0.0,233.0
420,professional_accounting,A,A,1,logprob,106,372.3,0.0,392.4
421,high_school_psychology,D,D,1,logprob,135,509.0,0.0,528.7
422,college_physics,B,B,1,logprob,115,486.3,0.0,496.0
423,high_school_world_history,A,A,1,logprob,241,830.1,0.0,840.1
424,high_school_us_history,C,C,1,logprob,432,1275.7,0.0,1286.8
