id,subject,gold,pred,correct,method,prompt_n,prompt_ms,predicted_ms,wall_ms
119,high_school_psychology,A,A,1,logprob,86,267.7,0.0,277.2
120,high_school_geography,B,B,1,logprob,75,270.6,0.0,283.3
121,international_law,B,D,0,logprob,132,336.2,0.0,347.6
122,human_aging,B,B,1,logprob,59,206.1,0.0,218.3
123,moral_scenarios,D,C,0,logprob,143,393.2,0.0,404.9
124,elementary_mathematics,A,B,0,logprob,129,346.5,0.0,357.6
125,high_school_microeconomics,D,B,0,logprob,92,268.9,0.0,278.3
126,computer_security,C,B,0,logprob,255,620.0,0.0,626.7
127,professional_law,B,B,1,logprob,257,637.1,0.0,647.4
128,global_facts,A,B,0,logprob,86,283.8,0.0,295.0
129,philosophy,C,C,1,logprob,81,275.1,0.0,288.2
130,high_school_psychology,A,A,1,logprob,80,271.0,0.0,281.8
131,moral_scenarios,B,B,1,logprob,158,407.3,0.0,417.7
132,us_foreign_policy,B,B,1,logprob,95,274.9,0.0,283.1
133,professional_psychology,C,B,0,logprob,78,268.3,0.0,276.8
134,high_school_biology,B,B,1,logprob,117,342.7,0.0,355.6
135,prehistory,C,B,0,logprob,68,208.5,0.0,222.7
136,high_school_physics,B,B,1,logprob,121,342.9,0.0,348.0
137,professional_law,D,D,1,logprob,262,698.7,0.0,706.4
138,philosophy,D,D,1,logprob,75,286.7,0.0,291.8
139,us_foreign_policy,C,C,1,logprob,77,279.7,0.0,283.5
140,conceptual_physics,C,C,1,logprob,64,209.9,0.0,213.3
141,professional_law,C,C,1,logprob,241,644.1,0.0,648.2
142,high_school_european_history,C,C,1,logprob,378,979.6,0.0,986.3
143,high_school_world_history,A,B,0,logprob,336,907.3,0.0,918.2
144,professional_psychology,A,A,1,logprob,68,228.6,0.0,243.5
145,astronomy,A,A,1,logprob,119,364.3,0.0,377.7
146,sociology,D,D,1,logprob,96,286.5,0.0,297.0
147,world_religions,C,C,1,logprob,66,215.2,0.0,226.6
148,moral_scenarios,D,B,0,logprob,132,345.9,0.0,359.7
149,formal_logic,C,B,0,logprob,120,354.4,0.0,365.2
150,college_chemistry,B,B,1,logprob,120,356.4,0.0,364.2
151,college_mathematics,D,B,0,logprob,134,418.4,0.0,431.5
152,professional_law,C,C,1,logprob,550,1377.8,0.0,1398.9
153,high_school_government_and_politics,D,D,1,logprob,123,367.1,0.0,384.8
154,high_school_physics,D,D,1,logprob,118,350.5,0.0,359.0
155,moral_disputes,C,B,0,logprob,93,290.6,0.0,301.4
156,high_school_european_history,C,C,1,logprob,482,1221.6,0.0,1236.7
157,professional_law,B,D,0,logprob,334,930.2,0.0,947.2
158,professional_law,C,C,1,logprob,292,784.8,0.0,799.5
159,abstract_algebra,C,A,0,logprob,74,308.5,0.0,321.4
160,sociology,C,C,1,logprob,111,384.7,0.0,395.7
161,electrical_engineering,D,D,1,logprob,65,235.5,0.0,247.3
162,moral_disputes,B,C,0,logprob,98,308.6,0.0,317.1
163,moral_disputes,B,D,0,logprob,106,378.4,0.0,389.8
164,high_school_macroeconomics,A,D,0,logprob,129,391.0,0.0,402.4
165,professional_psychology,D,A,0,logprob,119,388.4,0.0,400.5
166,high_school_psychology,A,A,1,logprob,112,392.2,0.0,404.8
167,moral_scenarios,A,C,0,logprob,137,469.8,0.0,482.4
168,miscellaneous,D,D,1,logprob,65,240.5,0.0,253.1
169,high_school_government_and_politics,A,B,0,logprob,114,390.3,0.0,403.0
170,security_studies,C,C,1,logprob,128,408.2,0.0,421.0
171,high_school_macroeconomics,D,B,0,logprob,94,327.7,0.0,339.5
172,professional_law,A,B,0,logprob,288,821.3,0.0,834.8
173,virology,B,D,0,logprob,74,330.7,0.0,350.5
174,sociology,A,A,1,logprob,95,321.8,0.0,333.9
175,moral_disputes,D,B,0,logprob,65,237.9,0.0,249.5
176,prehistory,C,C,1,logprob,91,313.7,0.0,324.6
177,astronomy,A,A,1,logprob,128,398.1,0.0,409.7
178,sociology,A,C,0,logprob,100,322.1,0.0,335.3
179,high_school_psychology,A,A,1,logprob,79,324.6,0.0,338.5
180,high_school_statistics,B,B,1,logprob,84,322.7,0.0,334.1
181,high_school_european_history,D,D,1,logprob,645,1893.9,0.0,1909.8
182,business_ethics,D,D,1,logprob,107,417.7,0.0,425.6
183,high_school_psychology,B,A,0,logprob,109,418.1,0.0,424.6
184,elementary_mathematics,A,A,1,logprob,64,256.7,0.0,268.3
185,moral_disputes,B,B,1,logprob,64,255.3,0.0,263.6
186,high_school_microeconomics,A,A,1,logprob,90,335.6,0.0,344.2
187,high_school_european_history,D,D,1,logprob,263,881.7,0.0,894.0
188,electrical_engineering,B,B,1,logprob,58,268.2,0.0,277.0
189,clinical_knowledge,B,A,0,logprob,105,433.4,0.0,440.8
190,high_school_psychology,C,B,0,logprob,156,546.8,0.0,554.1
191,high_school_mathematics,C,A,0,logprob,113,447.2,0.0,463.1
192,security_studies,B,B,1,logprob,236,816.0,0.0,830.6
193,high_school_psychology,A,A,1,logprob,121,449.3,0.0,462.6
194,moral_scenarios,C,C,1,logprob,136,526.2,0.0,539.4
195,high_school_statistics,D,B,0,logprob,120,462.6,0.0,473.6
196,philosophy,C,D,0,logprob,78,364.9,0.0,381.6
197,miscellaneous,C,C,1,logprob,76,373.4,0.0,385.2
198,professional_psychology,C,C,1,logprob,132,477.5,0.0,492.7
199,logical_fallacies,B,B,1,logprob,64,334.9,0.0,345.2
200,clinical_knowledge,B,B,1,logprob,68,373.0,0.0,385.2
201,logical_fallacies,D,D,1,logprob,114,787.9,0.0,801.9
202,moral_disputes,D,D,1,logprob,74,602.1,0.0,620.2
203,machine_learning,A,B,0,logprob,98,511.2,0.0,536.4
204,miscellaneous,C,B,0,logprob,64,353.9,0.0,369.9
205,professional_law,D,C,0,logprob,164,671.3,0.0,690.7
206,nutrition,D,D,1,logprob,54,335.0,0.0,351.6
207,high_school_statistics,C,D,0,logprob,119,535.7,0.0,551.2
208,miscellaneous,B,B,1,logprob,60,316.0,0.0,328.3
209,high_school_chemistry,B,B,1,logprob,86,420.5,0.0,431.9
210,sociology,C,C,1,logprob,84,416.0,0.0,430.6
211,virology,B,B,1,logprob,72,428.0,0.0,440.0
212,prehistory,C,C,1,logprob,101,544.3,0.0,560.7
213,professional_law,C,D,0,logprob,341,1454.8,0.0,1467.2
214,moral_scenarios,C,C,1,logprob,134,702.1,0.0,717.6
215,high_school_psychology,D,D,1,logprob,85,445.4,0.0,456.4
216,moral_scenarios,B,B,1,logprob,140,673.8,0.0,683.0
217,high_school_macroeconomics,D,A,0,logprob,101,546.4,0.0,561.7
218,management,B,B,1,logprob,62,311.8,0.0,325.5
219,moral_scenarios,B,C,0,logprob,134,672.4,0.0,681.4
220,world_religions,C,C,1,logprob,62,373.2,0.0,384.9
221,high_school_microeconomics,D,B,0,logprob,100,503.4,0.0,517.5
222,astronomy,C,C,1,logprob,145,769.7,0.0,781.4
223,miscellaneous,B,B,1,logprob,74,484.7,0.0,501.0
224,professional_law,C,A,0,logprob,400,1767.8,0.0,1782.2
225,high_school_biology,B,A,0,logprob,84,463.2,0.0,472.8
226,moral_disputes,C,C,1,logprob,112,618.2,0.0,631.6
227,high_school_psychology,D,D,1,logprob,115,655.5,0.0,672.8
228,high_school_psychology,D,D,1,logprob,75,507.5,0.0,522.2
229,high_school_physics,C,B,0,logprob,170,904.4,0.0,922.1
230,miscellaneous,B,B,1,logprob,73,493.8,0.0,518.7
231,high_school_macroeconomics,D,B,0,logprob,109,620.0,0.0,634.2
232,moral_scenarios,A,A,1,logprob,134,742.7,0.0,762.0
233,high_school_microeconomics,C,C,1,logprob,76,487.2,0.0,504.6
234,elementary_mathematics,B,B,1,logprob,126,592.9,0.0,608.3
235,moral_disputes,B,A,0,logprob,119,603.7,0.0,617.0
236,college_computer_science,D,B,0,logprob,124,612.1,0.0,621.7
237,elementary_mathematics,D,C,0,logprob,64,354.3,0.0,362.7
238,high_school_world_history,D,B,0,logprob,338,1515.6,0.0,1530.2
239,conceptual_physics,D,D,1,logprob,50,367.1,0.0,383.7
240,moral_scenarios,A,B,0,logprob,129,630.4,0.0,644.6
241,professional_law,C,D,0,logprob,428,2030.3,0.0,2053.9
242,sociology,A,B,0,logprob,95,485.7,0.0,508.0
243,miscellaneous,D,D,1,logprob,62,363.4,0.0,376.0
244,philosophy,D,B,0,logprob,104,593.5,0.0,606.0
245,moral_scenarios,A,C,0,logprob,142,778.7,0.0,791.6
246,global_facts,B,B,1,logprob,194,873.0,0.0,892.1
247,high_school_world_history,D,A,0,logprob,292,1226.3,0.0,1250.7
248,miscellaneous,B,B,1,logprob,110,600.0,0.0,619.2
249,professional_law,B,D,0,logprob,213,1082.7,0.0,1091.0
250,professional_law,B,D,0,logprob,265,1514.1,0.0,1524.8
251,nutrition,A,A,1,logprob,66,410.8,0.0,424.4
252,high_school_chemistry,B,D,0,logprob,76,516.4,0.0,532.1
253,high_school_macroeconomics,D,D,1,logprob,133,797.3,0.0,810.1
254,moral_scenarios,C,C,1,logprob,137,769.4,0.0,787.4
255,international_law,C,C,1,logprob,96,495.8,0.0,508.2
256,professional_accounting,C,A,0,logprob,86,493.8,0.0,502.8
257,professional_law,D,A,0,logprob,278,1365.5,0.0,1387.0
258,marketing,C,C,1,logprob,117,639.0,0.0,660.2
259,nutrition,D,D,1,logprob,102,626.4,0.0,638.1
260,high_school_european_history,C,C,1,logprob,233,1354.2,0.0,1364.9
261,moral_scenarios,D,C,0,logprob,145,810.8,0.0,820.3
262,clinical_knowledge,A,B,0,logprob,90,507.7,0.0,516.8
263,nutrition,D,A,0,logprob,94,495.1,0.0,510.8
264,high_school_statistics,D,A,0,logprob,125,641.4,0.0,650.2
265,elementary_mathematics,A,B,0,logprob,60,368.2,0.0,383.3
266,college_biology,D,D,1,logprob,68,376.0,0.0,389.2
267,virology,D,D,1,logprob,77,484.4,0.0,499.5
268,moral_scenarios,C,C,1,logprob,136,754.1,0.0,770.1
269,conceptual_physics,C,B,0,logprob,61,370.2,0.0,380.5
270,miscellaneous,C,B,0,logprob,96,494.3,0.0,501.4
271,moral_scenarios,A,C,0,logprob,134,740.3,0.0,753.7
272,moral_disputes,A,A,1,logprob,129,606.2,0.0,627.1
273,professional_law,D,A,0,logprob,251,1107.0,0.0,1137.4
274,high_school_biology,D,B,0,logprob,87,470.8,0.0,486.5
275,professional_medicine,D,B,0,logprob,142,706.4,0.0,719.2
276,professional_law,B,B,1,logprob,361,1647.3,0.0,1662.3
277,anatomy,A,B,0,logprob,129,606.8,0.0,622.6
278,high_school_us_history,C,C,1,logprob,183,903.1,0.0,910.5
279,computer_security,D,D,1,logprob,144,836.0,0.0,847.7
280,moral_scenarios,D,B,0,logprob,126,715.3,0.0,732.9
281,international_law,D,C,0,logprob,117,687.5,0.0,710.0
282,moral_scenarios,C,C,1,logprob,140,820.6,0.0,834.5
283,professional_law,C,A,0,logprob,254,1221.1,0.0,1235.1
284,miscellaneous,C,C,1,logprob,54,373.9,0.0,391.9
285,abstract_algebra,C,A,0,logprob,89,467.7,0.0,481.7
286,marketing,A,A,1,logprob,94,507.4,0.0,516.5
287,high_school_european_history,D,D,1,logprob,285,1353.5,0.0,1369.5
288,professional_accounting,A,B,0,logprob,196,987.1,0.0,997.4
289,high_school_psychology,D,D,1,logprob,69,570.5,0.0,584.2
290,elementary_mathematics,B,B,1,logprob,87,582.3,0.0,599.2
291,professional_medicine,A,A,1,logprob,257,1333.3,0.0,1366.6
292,moral_scenarios,D,C,0,logprob,137,763.4,0.0,781.5
293,high_school_macroeconomics,A,A,1,logprob,76,496.8,0.0,505.3
294,formal_logic,D,B,0,logprob,64,371.1,0.0,379.2
295,elementary_mathematics,B,B,1,logprob,101,597.3,0.0,611.3
296,moral_scenarios,B,C,0,logprob,137,700.0,0.0,716.4
297,high_school_geography,C,B,0,logprob,73,450.4,0.0,464.9
298,moral_scenarios,C,B,0,logprob,137,693.7,0.0,706.5
299,professional_accounting,B,B,1,logprob,121,583.5,0.0,601.1
300,elementary_mathematics,C,B,0,logprob,103,575.4,0.0,588.8
301,high_school_biology,C,C,1,logprob,90,469.2,0.0,486.8
302,philosophy,B,C,0,logprob,99,483.6,0.0,496.2
303,high_school_us_history,C,C,1,logprob,376,1982.5,0.0,2001.6
304,college_medicine,B,D,0,logprob,183,1000.7,0.0,1028.8
305,professional_law,A,D,0,logprob,296,1428.9,0.0,1447.4
306,prehistory,B,B,1,logprob,68,368.1,0.0,382.7
307,public_relations,A,B,0,logprob,128,609.0,0.0,625.0
308,philosophy,C,C,1,logprob,83,455.2,0.0,470.9
309,high_school_biology,B,B,1,logprob,112,574.1,0.0,584.8
310,professional_law,D,C,0,logprob,417,1870.1,0.0,1892.9
311,high_school_government_and_politics,D,D,1,logprob,75,503.0,0.0,517.0
312,elementary_mathematics,B,A,0,logprob,121,643.9,0.0,652.4
313,miscellaneous,C,D,0,logprob,257,1225.1,0.0,1239.3
314,high_school_us_history,B,B,1,logprob,221,1013.5,0.0,1026.9
315,professional_accounting,D,C,0,logprob,188,893.3,0.0,903.9
316,sociology,D,D,1,logprob,89,521.6,0.0,531.2
317,moral_scenarios,D,C,0,logprob,155,808.6,0.0,821.3
318,econometrics,D,B,0,logprob,81,507.4,0.0,515.7
319,high_school_psychology,C,C,1,logprob,60,369.7,0.0,378.4
320,medical_genetics,B,B,1,logprob,70,465.8,0.0,475.0
321,professional_law,C,C,1,logprob,306,1365.9,0.0,1377.1
322,professional_law,A,B,0,logprob,247,1043.8,0.0,1055.6
323,us_foreign_policy,B,B,1,logprob,85,462.7,0.0,472.0
324,professional_medicine,A,A,1,logprob,132,599.1,0.0,612.9
325,professional_accounting,A,A,1,logprob,105,597.5,0.0,612.2
326,formal_logic,D,B,0,logprob,88,461.4,0.0,467.6
327,human_aging,A,B,0,logprob,106,528.6,0.0,540.2
328,high_school_world_history,B,B,1,logprob,212,807.6,0.0,824.2
329,management,C,B,0,logprob,66,287.5,0.0,316.6
330,human_aging,C,C,1,logprob,96,377.4,0.0,384.1
331,high_school_macroeconomics,B,B,1,logprob,99,384.0,0.0,393.4
332,professional_law,A,B,0,logprob,231,857.3,0.0,867.9
333,moral_scenarios,D,C,0,logprob,125,463.1,0.0,472.9
334,high_school_macroeconomics,D,A,0,logprob,85,356.4,0.0,365.0
335,human_aging,C,B,0,logprob,89,355.8,0.0,369.2
336,high_school_macroeconomics,B,B,1,logprob,112,434.1,0.0,445.9
337,nutrition,D,D,1,logprob,64,259.2,0.0,270.7
338,nutrition,C,B,0,logprob,67,254.7,0.0,261.2
339,high_school_mathematics,D,A,0,logprob,85,338.0,0.0,343.5
340,professional_law,D,C,0,logprob,211,756.3,0.0,770.5
341,professional_accounting,B,B,1,logprob,174,816.7,0.0,833.4
342,professional_law,C,B,0,logprob,359,1903.7,0.0,1924.0
343,professional_law,A,A,1,logprob,177,849.9,0.0,872.1
344,human_aging,C,C,1,logprob,67,352.3,0.0,362.8
345,moral_disputes,B,B,1,logprob,118,546.4,0.0,555.5
346,high_school_us_history,B,B,1,logprob,407,1742.7,0.0,1760.3
347,logical_fallacies,C,B,0,logprob,118,602.6,0.0,611.9
348,abstract_algebra,B,A,0,logprob,92,465.8,0.0,472.7
349,moral_scenarios,D,B,0,logprob,137,702.9,0.0,714.1
350,moral_scenarios,C,C,1,logprob,128,597.0,0.0,603.7
351,astronomy,C,A,0,logprob,123,605.4,0.0,615.4
352,high_school_european_history,D,D,1,logprob,288,1251.6,0.0,1263.2
353,high_school_macroeconomics,A,A,1,logprob,113,590.4,0.0,606.1
354,security_studies,D,D,1,logprob,90,443.6,0.0,454.3
355,moral_scenarios,C,B,0,logprob,138,650.5,0.0,660.8
356,high_school_statistics,A,B,0,logprob,196,750.0,0.0,761.2
357,professional_psychology,A,B,0,logprob,149,617.6,0.0,629.9
358,professional_law,D,D,1,logprob,210,821.1,0.0,837.4
359,virology,C,C,1,logprob,86,388.9,0.0,403.7
360,miscellaneous,A,A,1,logprob,88,379.5,0.0,387.7
361,high_school_biology,B,B,1,logprob,76,368.8,0.0,377.4
362,college_computer_science,C,C,1,logprob,82,358.7,0.0,375.3
363,clinical_knowledge,A,A,1,logprob,64,266.0,0.0,276.5
364,high_school_mathematics,D,,0,none,112,438.1,0.0,451.1
365,moral_scenarios,C,C,1,logprob,136,525.8,0.0,542.0
366,anatomy,A,A,1,logprob,65,269.0,0.0,277.1
367,conceptual_physics,D,A,0,logprob,75,360.2,0.0,368.6
368,professional_psychology,B,A,0,logprob,103,493.3,0.0,502.5
369,college_computer_science,D,B,0,logprob,228,1033.3,0.0,1045.7
370,electrical_engineering,A,B,0,logprob,91,549.3,0.0,561.5
371,miscellaneous,A,C,0,logprob,68,386.5,0.0,397.6
372,prehistory,C,C,1,logprob,132,612.6,0.0,626.6
373,moral_disputes,B,A,0,logprob,79,476.6,0.0,487.1
374,prehistory,A,D,0,logprob,76,441.3,0.0,451.8
375,miscellaneous,A,A,1,logprob,62,313.3,0.0,326.3
376,computer_security,A,A,1,logprob,63,302.2,0.0,309.1
377,miscellaneous,B,B,1,logprob,64,314.9,0.0,321.9
378,marketing,B,B,1,logprob,71,410.7,0.0,416.9
379,professional_psychology,C,D,0,logprob,97,442.0,0.0,449.1
380,security_studies,D,D,1,logprob,176,806.5,0.0,815.9
381,prehistory,D,A,0,logprob,168,785.4,0.0,797.8
382,college_medicine,D,D,1,logprob,82,413.3,0.0,428.1
383,professional_law,B,B,1,logprob,82,391.8,0.0,407.4
384,high_school_european_history,A,A,1,logprob,663,2312.0,0.0,2339.7
385,moral_scenarios,C,B,0,logprob,139,578.8,0.0,605.9
386,high_school_chemistry,C,B,0,logprob,129,481.1,0.0,488.9
387,miscellaneous,A,B,0,logprob,61,291.4,0.0,295.9
388,high_school_geography,B,B,1,logprob,81,434.8,0.0,441.1
389,moral_disputes,A,A,1,logprob,69,547.9,0.0,555.6
390,formal_logic,A,B,0,logprob,173,1169.5,0.0,1180.6
391,electrical_engineering,A,D,0,logprob,86,502.8,0.0,520.9
392,elementary_mathematics,D,,0,none,87,439.3,0.0,449.6
393,human_aging,D,D,1,logprob,82,406.8,0.0,419.8
394,high_school_computer_science,D,B,0,logprob,118,490.1,0.0,499.2
395,conceptual_physics,D,D,1,logprob,57,282.2,0.0,291.3
396,high_school_microeconomics,D,B,0,logprob,78,370.5,0.0,383.6
397,professional_law,A,D,0,logprob,312,1101.4,0.0,1112.4
398,professional_law,C,C,1,logprob,248,1004.1,0.0,1017.3
399,moral_scenarios,D,C,0,logprob,153,681.4,0.0,707.2
400,professional_psychology,D,A,0,logprob,66,330.4,0.0,340.8
401,public_relations,A,A,1,logprob,67,324.6,0.0,335.5
402,professional_law,A,B,0,logprob,296,1563.2,0.0,1581.3
403,miscellaneous,D,D,1,logprob,57,376.7,0.0,394.0
404,high_school_macroeconomics,D,D,1,logprob,84,488.6,0.0,505.7
405,philosophy,B,B,1,logprob,96,469.8,0.0,485.3
406,professional_accounting,C,B,0,logprob,181,777.0,0.0,795.7
407,college_biology,D,D,1,logprob,81,409.1,0.0,426.1
408,prehistory,A,A,1,logprob,96,392.2,0.0,409.3
409,us_foreign_policy,B,B,1,logprob,67,288.1,0.0,303.4
410,astronomy,D,D,1,logprob,80,363.1,0.0,373.9
411,marketing,C,B,0,logprob,113,519.7,0.0,526.9
412,high_school_chemistry,D,C,0,logprob,110,626.0,0.0,635.1
413,prehistory,C,C,1,logprob,81,489.2,0.0,505.1
414,anatomy,B,C,0,logprob,90,454.9,0.0,471.7
415,us_foreign_policy,C,B,0,logprob,67,322.7,0.0,334.3
416,moral_scenarios,B,C,0,logprob,139,626.5,0.0,636.2
417,miscellaneous,D,D,1,logprob,73,401.8,0.0,411.1
418,econometrics,C,B,0,logprob,139,596.6,0.0,605.0
419,miscellaneous,B,B,1,logprob,52,293.1,0.0,302.5
420,professional_accounting,A,B,0,logprob,106,462.5,0.0,474.9
