id,subject,gold,pred,correct,method,prompt_n,prompt_ms,predicted_ms,wall_ms
97,computer_security,A,A,1,logprob,60,192.1,0.0,378.0
98,moral_scenarios,A,C,0,logprob,129,259.3,0.0,378.0
99,moral_scenarios,C,C,1,logprob,131,259.6,0.0,378.0
100,global_facts,B,C,0,logprob,83,222.8,0.0,385.2
101,computer_security,D,D,1,logprob,66,197.6,0.0,385.2
102,conceptual_physics,B,C,0,logprob,68,197.6,0.0,385.2
103,public_relations,C,C,1,logprob,126,257.7,0.0,385.2
104,moral_disputes,A,B,0,logprob,120,250.9,0.0,385.2
105,clinical_knowledge,C,C,1,logprob,72,209.9,0.0,385.2
106,computer_security,C,C,1,logprob,86,219.2,0.0,385.2
107,professional_accounting,D,B,0,logprob,158,288.7,0.0,385.2
108,high_school_psychology,D,D,1,logprob,107,237.7,0.0,385.2
109,high_school_mathematics,D,B,0,logprob,72,210.1,0.0,385.2
110,moral_scenarios,D,C,0,logprob,140,273.9,0.0,385.2
111,professional_psychology,B,A,0,logprob,137,273.5,0.0,385.2
112,clinical_knowledge,C,C,1,logprob,80,213.6,0.0,385.2
113,miscellaneous,D,D,1,logprob,76,210.9,0.0,385.2
114,high_school_us_history,C,B,0,logprob,394,592.1,0.0,385.2
115,moral_scenarios,D,C,0,logprob,133,273.1,0.0,385.2
116,professional_law,C,C,1,logprob,166,309.4,0.0,385.2
117,anatomy,D,B,0,logprob,78,213.6,0.0,385.2
118,philosophy,A,D,0,logprob,89,220.8,0.0,385.2
119,high_school_psychology,A,A,1,logprob,86,218.7,0.0,385.2
120,high_school_geography,B,A,0,logprob,75,211.4,0.0,385.2
121,international_law,B,B,1,logprob,132,259.0,0.0,385.2
122,human_aging,B,A,0,logprob,59,193.0,0.0,385.2
123,moral_scenarios,D,B,0,logprob,143,276.8,0.0,385.2
124,elementary_mathematics,A,A,1,logprob,129,259.2,0.0,385.2
125,high_school_microeconomics,D,C,0,logprob,92,221.3,0.0,385.2
126,computer_security,C,B,0,logprob,255,400.2,0.0,385.2
127,professional_law,B,B,1,logprob,257,401.2,0.0,385.2
128,global_facts,A,B,0,logprob,86,220.0,0.0,385.2
129,philosophy,C,C,1,logprob,81,215.1,0.0,385.2
130,high_school_psychology,A,A,1,logprob,80,213.3,0.0,385.2
131,moral_scenarios,B,B,1,logprob,158,288.8,0.0,385.2
132,us_foreign_policy,B,B,1,logprob,95,224.6,0.0,385.2
133,professional_psychology,C,D,0,logprob,78,213.3,0.0,385.2
134,high_school_biology,B,B,1,logprob,117,247.7,0.0,385.2
135,prehistory,C,B,0,logprob,68,197.1,0.0,385.2
136,high_school_physics,B,B,1,logprob,121,248.8,0.0,385.2
137,professional_law,D,D,1,logprob,262,427.5,0.0,385.2
138,philosophy,D,D,1,logprob,75,211.8,0.0,385.2
139,us_foreign_policy,C,C,1,logprob,77,213.1,0.0,385.2
140,conceptual_physics,C,C,1,logprob,64,195.6,0.0,385.2
141,professional_law,C,C,1,logprob,241,386.8,0.0,385.2
142,high_school_european_history,C,C,1,logprob,378,557.4,0.0,385.2
143,high_school_world_history,A,B,0,logprob,336,522.7,0.0,385.2
144,professional_psychology,A,A,1,logprob,68,197.7,0.0,385.2
145,astronomy,A,A,1,logprob,119,247.8,0.0,385.2
146,sociology,D,D,1,logprob,96,224.3,0.0,385.2
147,world_religions,C,C,1,logprob,66,197.0,0.0,385.2
148,moral_scenarios,D,C,0,logprob,132,259.0,0.0,385.2
149,formal_logic,C,A,0,logprob,120,247.0,0.0,385.2
150,college_chemistry,B,B,1,logprob,120,262.3,0.0,476.2
151,college_mathematics,D,B,0,logprob,134,272.8,0.0,476.2
152,professional_law,C,C,1,logprob,550,847.9,0.0,476.2
153,high_school_government_and_politics,D,D,1,logprob,123,250.5,0.0,476.2
154,high_school_physics,D,D,1,logprob,118,247.8,0.0,476.2
155,moral_disputes,C,B,0,logprob,93,223.6,0.0,476.2
156,high_school_european_history,C,C,1,logprob,482,687.7,0.0,476.2
157,professional_law,B,D,0,logprob,334,509.8,0.0,476.2
158,professional_law,C,C,1,logprob,292,452.1,0.0,476.2
159,abstract_algebra,C,D,0,logprob,74,211.1,0.0,476.2
160,sociology,C,C,1,logprob,111,240.3,0.0,476.2
161,electrical_engineering,D,A,0,logprob,65,197.7,0.0,476.2
162,moral_disputes,B,A,0,logprob,98,225.3,0.0,476.2
163,moral_disputes,B,B,1,logprob,106,237.2,0.0,476.2
164,high_school_macroeconomics,A,D,0,logprob,129,259.2,0.0,476.2
165,professional_psychology,D,A,0,logprob,119,248.4,0.0,476.2
166,high_school_psychology,A,A,1,logprob,112,239.7,0.0,476.2
167,moral_scenarios,A,C,0,logprob,137,274.1,0.0,476.2
168,miscellaneous,D,D,1,logprob,65,198.0,0.0,476.2
169,high_school_government_and_politics,A,B,0,logprob,114,240.7,0.0,476.2
170,security_studies,C,C,1,logprob,128,257.4,0.0,476.2
171,high_school_macroeconomics,D,D,1,logprob,94,224.2,0.0,476.2
172,professional_law,A,C,0,logprob,288,441.5,0.0,476.2
173,virology,B,D,0,logprob,74,210.7,0.0,476.2
174,sociology,A,A,1,logprob,95,224.0,0.0,476.2
175,moral_disputes,D,B,0,logprob,65,197.1,0.0,476.2
176,prehistory,C,C,1,logprob,91,221.0,0.0,476.2
177,astronomy,A,A,1,logprob,128,257.7,0.0,476.2
178,sociology,A,C,0,logprob,100,226.2,0.0,476.2
179,high_school_psychology,A,A,1,logprob,79,213.7,0.0,476.2
180,high_school_statistics,B,B,1,logprob,84,215.0,0.0,476.2
181,high_school_european_history,D,C,0,logprob,645,980.2,0.0,476.2
182,business_ethics,D,D,1,logprob,107,238.8,0.0,476.2
183,high_school_psychology,B,A,0,logprob,109,239.6,0.0,476.2
184,elementary_mathematics,A,B,0,logprob,64,196.5,0.0,476.2
185,moral_disputes,B,B,1,logprob,64,195.3,0.0,476.2
186,high_school_microeconomics,A,A,1,logprob,90,221.0,0.0,476.2
187,high_school_european_history,D,D,1,logprob,263,427.2,0.0,476.2
188,electrical_engineering,B,B,1,logprob,58,192.4,0.0,476.2
189,clinical_knowledge,B,A,0,logprob,105,237.6,0.0,476.2
190,high_school_psychology,C,C,1,logprob,156,284.7,0.0,476.2
191,high_school_mathematics,C,A,0,logprob,113,241.1,0.0,476.2
192,security_studies,B,B,1,logprob,236,384.0,0.0,476.2
193,high_school_psychology,A,A,1,logprob,121,248.9,0.0,476.2
194,moral_scenarios,C,B,0,logprob,136,272.5,0.0,476.2
195,high_school_statistics,D,B,0,logprob,120,247.1,0.0,476.2
196,philosophy,C,B,0,logprob,78,213.3,0.0,476.2
197,miscellaneous,C,C,1,logprob,76,211.0,0.0,476.2
198,professional_psychology,C,C,1,logprob,132,259.2,0.0,476.2
199,logical_fallacies,B,B,1,logprob,64,196.2,0.0,476.2
200,clinical_knowledge,B,B,1,logprob,68,205.2,0.0,405.0
201,logical_fallacies,D,D,1,logprob,114,241.0,0.0,405.0
202,moral_disputes,D,D,1,logprob,74,211.0,0.0,405.0
203,machine_learning,A,B,0,logprob,98,225.1,0.0,405.0
204,miscellaneous,C,B,0,logprob,64,196.2,0.0,405.0
205,professional_law,D,C,0,logprob,164,290.0,0.0,405.0
206,nutrition,D,D,1,logprob,54,191.4,0.0,405.0
207,high_school_statistics,C,D,0,logprob,119,247.5,0.0,405.0
208,miscellaneous,B,B,1,logprob,60,192.4,0.0,405.0
209,high_school_chemistry,B,B,1,logprob,86,219.1,0.0,405.0
210,sociology,C,C,1,logprob,84,214.9,0.0,405.0
211,virology,B,B,1,logprob,72,209.9,0.0,405.0
212,prehistory,C,C,1,logprob,101,236.1,0.0,405.0
213,professional_law,C,C,1,logprob,341,518.7,0.0,405.0
214,moral_scenarios,C,C,1,logprob,134,272.6,0.0,405.0
215,high_school_psychology,D,D,1,logprob,85,219.0,0.0,405.0
216,moral_scenarios,B,B,1,logprob,140,273.8,0.0,405.0
217,high_school_macroeconomics,D,D,1,logprob,101,236.1,0.0,405.0
218,management,B,B,1,logprob,62,196.0,0.0,405.0
219,moral_scenarios,B,B,1,logprob,134,272.2,0.0,405.0
220,world_religions,C,B,0,logprob,62,195.6,0.0,405.0
221,high_school_microeconomics,D,D,1,logprob,100,226.0,0.0,405.0
222,astronomy,C,C,1,logprob,145,277.6,0.0,405.0
223,miscellaneous,B,B,1,logprob,74,211.1,0.0,405.0
224,professional_law,C,A,0,logprob,400,595.6,0.0,405.0
225,high_school_biology,B,A,0,logprob,84,217.1,0.0,405.0
226,moral_disputes,C,C,1,logprob,112,239.1,0.0,405.0
227,high_school_psychology,D,D,1,logprob,115,241.4,0.0,405.0
228,high_school_psychology,D,D,1,logprob,75,211.2,0.0,405.0
229,high_school_physics,C,B,0,logprob,170,311.3,0.0,405.0
230,miscellaneous,B,B,1,logprob,73,210.8,0.0,405.0
231,high_school_macroeconomics,D,B,0,logprob,109,239.4,0.0,405.0
232,moral_scenarios,A,C,0,logprob,134,272.6,0.0,405.0
233,high_school_microeconomics,C,C,1,logprob,76,211.7,0.0,405.0
234,elementary_mathematics,B,B,1,logprob,126,257.4,0.0,405.0
235,moral_disputes,B,A,0,logprob,119,248.2,0.0,405.0
236,college_computer_science,D,B,0,logprob,124,248.5,0.0,405.0
237,elementary_mathematics,D,B,0,logprob,64,196.0,0.0,405.0
238,high_school_world_history,D,B,0,logprob,338,517.5,0.0,405.0
239,conceptual_physics,D,D,1,logprob,50,188.8,0.0,405.0
240,moral_scenarios,A,B,0,logprob,129,259.3,0.0,405.0
241,professional_law,C,C,1,logprob,428,626.1,0.0,405.0
242,sociology,A,B,0,logprob,95,224.6,0.0,405.0
243,miscellaneous,D,D,1,logprob,62,196.1,0.0,405.0
244,philosophy,D,B,0,logprob,104,236.3,0.0,405.0
245,moral_scenarios,A,C,0,logprob,142,276.2,0.0,405.0
246,global_facts,B,B,1,logprob,194,331.9,0.0,405.0
247,high_school_world_history,D,A,0,logprob,292,444.7,0.0,405.0
248,miscellaneous,B,C,0,logprob,110,240.3,0.0,405.0
249,professional_law,B,D,0,logprob,213,365.8,0.0,405.0
250,professional_law,B,B,1,logprob,265,438.0,0.0,466.1
251,nutrition,A,A,1,logprob,66,197.2,0.0,466.1
252,high_school_chemistry,B,D,0,logprob,76,211.3,0.0,466.1
253,high_school_macroeconomics,D,D,1,logprob,133,271.8,0.0,466.1
254,moral_scenarios,C,C,1,logprob,137,274.2,0.0,466.1
255,international_law,C,C,1,logprob,96,224.2,0.0,466.1
256,professional_accounting,C,B,0,logprob,86,219.4,0.0,466.1
257,professional_law,D,A,0,logprob,278,438.1,0.0,466.1
258,marketing,C,C,1,logprob,117,247.8,0.0,466.1
259,nutrition,D,D,1,logprob,102,235.4,0.0,466.1
260,high_school_european_history,C,C,1,logprob,233,383.0,0.0,466.1
261,moral_scenarios,D,C,0,logprob,145,277.9,0.0,466.1
262,clinical_knowledge,A,B,0,logprob,90,221.9,0.0,466.1
263,nutrition,D,A,0,logprob,94,223.9,0.0,466.1
264,high_school_statistics,D,B,0,logprob,125,258.0,0.0,466.1
265,elementary_mathematics,A,A,1,logprob,60,192.8,0.0,466.1
266,college_biology,D,D,1,logprob,68,197.7,0.0,466.1
267,virology,D,D,1,logprob,77,212.8,0.0,466.1
268,moral_scenarios,C,B,0,logprob,136,271.8,0.0,466.1
269,conceptual_physics,C,A,0,logprob,61,195.6,0.0,466.1
270,miscellaneous,C,C,1,logprob,96,224.0,0.0,466.1
271,moral_scenarios,A,C,0,logprob,134,272.6,0.0,466.1
272,moral_disputes,A,A,1,logprob,129,259.0,0.0,466.1
273,professional_law,D,A,0,logprob,251,397.5,0.0,466.1
274,high_school_biology,D,B,0,logprob,87,220.0,0.0,466.1
275,professional_medicine,D,B,0,logprob,142,276.1,0.0,466.1
276,professional_law,B,B,1,logprob,361,543.3,0.0,466.1
277,anatomy,A,D,0,logprob,129,260.0,0.0,466.1
278,high_school_us_history,C,C,1,logprob,183,321.5,0.0,466.1
279,computer_security,D,B,0,logprob,144,276.4,0.0,466.1
280,moral_scenarios,D,C,0,logprob,126,258.1,0.0,466.1
281,international_law,D,C,0,logprob,117,247.7,0.0,466.1
282,moral_scenarios,C,B,0,logprob,140,274.2,0.0,466.1
283,professional_law,C,B,0,logprob,254,400.0,0.0,466.1
284,miscellaneous,C,C,1,logprob,54,191.8,0.0,466.1
285,abstract_algebra,C,B,0,logprob,89,220.5,0.0,466.1
286,marketing,A,A,1,logprob,94,223.9,0.0,466.1
287,high_school_european_history,D,D,1,logprob,285,441.8,0.0,466.1
288,professional_accounting,A,C,0,logprob,196,332.8,0.0,466.1
289,high_school_psychology,D,D,1,logprob,69,210.0,0.0,466.1
290,elementary_mathematics,B,B,1,logprob,87,220.1,0.0,466.1
291,professional_medicine,A,D,0,logprob,257,400.8,0.0,466.1
292,moral_scenarios,D,C,0,logprob,137,274.1,0.0,466.1
293,high_school_macroeconomics,A,A,1,logprob,76,211.6,0.0,466.1
294,formal_logic,D,C,0,logprob,64,196.3,0.0,466.1
295,elementary_mathematics,B,B,1,logprob,101,235.8,0.0,466.1
296,moral_scenarios,B,B,1,logprob,137,273.4,0.0,466.1
297,high_school_geography,C,B,0,logprob,73,210.6,0.0,466.1
298,moral_scenarios,C,B,0,logprob,137,273.4,0.0,466.1
299,professional_accounting,B,C,0,logprob,121,249.0,0.0,466.1
300,elementary_mathematics,C,C,1,logprob,103,249.8,0.0,483.6
301,high_school_biology,C,C,1,logprob,90,221.2,0.0,483.6
302,philosophy,B,D,0,logprob,99,225.5,0.0,483.6
303,high_school_us_history,C,C,1,logprob,376,553.2,0.0,483.6
304,college_medicine,B,D,0,logprob,183,321.3,0.0,483.6
305,professional_law,A,D,0,logprob,296,460.9,0.0,483.6
306,prehistory,B,B,1,logprob,68,197.8,0.0,483.6
307,public_relations,A,B,0,logprob,128,259.4,0.0,483.6
308,philosophy,C,C,1,logprob,83,215.2,0.0,483.6
309,high_school_biology,B,B,1,logprob,112,239.7,0.0,483.6
310,professional_law,D,C,0,logprob,417,613.5,0.0,483.6
311,high_school_government_and_politics,D,D,1,logprob,75,211.8,0.0,483.6
312,elementary_mathematics,B,B,1,logprob,121,248.4,0.0,483.6
313,miscellaneous,C,C,1,logprob,257,400.5,0.0,483.6
314,high_school_us_history,B,D,0,logprob,221,370.3,0.0,483.6
315,professional_accounting,D,C,0,logprob,188,322.4,0.0,483.6
316,sociology,D,C,0,logprob,89,221.2,0.0,483.6
317,moral_scenarios,D,B,0,logprob,155,285.8,0.0,483.6
318,econometrics,D,B,0,logprob,81,215.1,0.0,483.6
319,high_school_psychology,C,C,1,logprob,60,192.6,0.0,483.6
320,medical_genetics,B,B,1,logprob,70,210.2,0.0,483.6
321,professional_law,C,C,1,logprob,306,464.6,0.0,483.6
322,professional_law,A,C,0,logprob,247,397.3,0.0,483.6
323,us_foreign_policy,B,B,1,logprob,85,219.8,0.0,483.6
324,professional_medicine,A,A,1,logprob,132,258.9,0.0,483.6
325,professional_accounting,A,A,1,logprob,105,237.4,0.0,483.6
326,formal_logic,D,A,0,logprob,88,219.4,0.0,483.6
327,human_aging,A,B,0,logprob,106,237.7,0.0,483.6
328,high_school_world_history,B,B,1,logprob,212,360.2,0.0,483.6
329,management,C,B,0,logprob,66,201.7,0.0,483.6
330,human_aging,C,C,1,logprob,96,224.3,0.0,483.6
331,high_school_macroeconomics,B,B,1,logprob,99,226.1,0.0,483.6
332,professional_law,A,B,0,logprob,231,382.4,0.0,483.6
333,moral_scenarios,D,B,0,logprob,125,257.8,0.0,483.6
334,high_school_macroeconomics,D,A,0,logprob,85,219.3,0.0,483.6
335,human_aging,C,B,0,logprob,89,220.4,0.0,483.6
336,high_school_macroeconomics,B,D,0,logprob,112,239.5,0.0,483.6
337,nutrition,D,D,1,logprob,64,196.0,0.0,483.6
338,nutrition,C,C,1,logprob,67,198.3,0.0,483.6
339,high_school_mathematics,D,B,0,logprob,85,219.3,0.0,483.6
340,professional_law,D,C,0,logprob,211,360.8,0.0,483.6
341,professional_accounting,B,B,1,logprob,174,313.8,0.0,483.6
342,professional_law,C,B,0,logprob,359,541.6,0.0,483.6
343,professional_law,A,A,1,logprob,177,315.4,0.0,483.6
344,human_aging,C,C,1,logprob,67,198.4,0.0,483.6
345,moral_disputes,B,B,1,logprob,118,248.4,0.0,483.6
346,high_school_us_history,B,B,1,logprob,407,615.9,0.0,483.6
347,logical_fallacies,C,C,1,logprob,118,248.8,0.0,483.6
348,abstract_algebra,B,B,1,logprob,92,221.5,0.0,483.6
349,moral_scenarios,D,B,0,logprob,137,274.0,0.0,483.6
350,moral_scenarios,C,C,1,logprob,128,270.8,0.0,408.3
351,astronomy,C,A,0,logprob,123,249.2,0.0,408.3
352,high_school_european_history,D,D,1,logprob,288,442.8,0.0,408.3
353,high_school_macroeconomics,A,A,1,logprob,113,241.1,0.0,408.3
354,security_studies,D,D,1,logprob,90,221.6,0.0,408.3
355,moral_scenarios,C,B,0,logprob,138,273.9,0.0,408.3
356,high_school_statistics,A,B,0,logprob,196,332.1,0.0,408.3
357,professional_psychology,A,A,1,logprob,149,284.9,0.0,408.3
358,professional_law,D,D,1,logprob,210,359.8,0.0,408.3
359,virology,C,C,1,logprob,86,219.9,0.0,408.3
360,miscellaneous,A,C,0,logprob,88,219.9,0.0,408.3
361,high_school_biology,B,B,1,logprob,76,211.1,0.0,408.3
362,college_computer_science,C,C,1,logprob,82,214.8,0.0,408.3
363,clinical_knowledge,A,A,1,logprob,64,195.7,0.0,408.3
364,high_school_mathematics,D,A,0,logprob,112,239.3,0.0,408.3
365,moral_scenarios,C,B,0,logprob,136,272.5,0.0,408.3
366,anatomy,A,B,0,logprob,65,197.9,0.0,408.3
367,conceptual_physics,D,C,0,logprob,75,211.6,0.0,408.3
368,professional_psychology,B,D,0,logprob,103,236.9,0.0,408.3
369,college_computer_science,D,B,0,logprob,228,372.3,0.0,408.3
370,electrical_engineering,A,D,0,logprob,91,221.8,0.0,408.3
371,miscellaneous,A,C,0,logprob,68,198.0,0.0,408.3
372,prehistory,C,C,1,logprob,132,258.8,0.0,408.3
373,moral_disputes,B,A,0,logprob,79,213.8,0.0,408.3
374,prehistory,A,B,0,logprob,76,211.2,0.0,408.3
375,miscellaneous,A,A,1,logprob,62,196.2,0.0,408.3
376,computer_security,A,A,1,logprob,63,196.0,0.0,408.3
377,miscellaneous,B,B,1,logprob,64,195.5,0.0,408.3
378,marketing,B,B,1,logprob,71,210.1,0.0,408.3
379,professional_psychology,C,D,0,logprob,97,225.4,0.0,408.3
380,security_studies,D,D,1,logprob,176,312.8,0.0,408.3
381,prehistory,D,D,1,logprob,168,310.5,0.0,408.3
382,college_medicine,D,D,1,logprob,82,215.2,0.0,408.3
383,professional_law,B,B,1,logprob,82,215.1,0.0,408.3
384,high_school_european_history,A,A,1,logprob,663,987.5,0.0,408.3
385,moral_scenarios,C,B,0,logprob,139,274.9,0.0,408.3
386,high_school_chemistry,C,B,0,logprob,129,259.6,0.0,408.3
387,miscellaneous,A,B,0,logprob,61,195.4,0.0,408.3
388,high_school_geography,B,B,1,logprob,81,214.5,0.0,408.3
389,moral_disputes,A,A,1,logprob,69,210.0,0.0,408.3
390,formal_logic,A,B,0,logprob,173,312.5,0.0,408.3
391,electrical_engineering,A,D,0,logprob,86,219.8,0.0,408.3
392,elementary_mathematics,D,B,0,logprob,87,219.4,0.0,408.3
393,human_aging,D,D,1,logprob,82,215.5,0.0,408.3
394,high_school_computer_science,D,B,0,logprob,118,248.5,0.0,408.3
395,conceptual_physics,D,D,1,logprob,57,192.3,0.0,408.3
396,high_school_microeconomics,D,B,0,logprob,78,213.0,0.0,408.3
397,professional_law,A,D,0,logprob,312,472.4,0.0,408.3
398,professional_law,C,C,1,logprob,248,396.7,0.0,408.3
399,moral_scenarios,D,B,0,logprob,153,285.8,0.0,408.3
400,professional_psychology,D,A,0,logprob,66,204.5,0.0,392.4
401,public_relations,A,A,1,logprob,67,197.3,0.0,392.4
402,professional_law,A,A,1,logprob,296,461.5,0.0,392.4
403,miscellaneous,D,D,1,logprob,57,192.2,0.0,392.4
404,high_school_macroeconomics,D,D,1,logprob,84,215.7,0.0,392.4
405,philosophy,B,B,1,logprob,96,223.9,0.0,392.4
406,professional_accounting,C,B,0,logprob,181,320.7,0.0,392.4
407,college_biology,D,D,1,logprob,81,214.5,0.0,392.4
408,prehistory,A,A,1,logprob,96,223.7,0.0,392.4
409,us_foreign_policy,B,B,1,logprob,67,198.1,0.0,392.4
410,astronomy,D,D,1,logprob,80,213.3,0.0,392.4
411,marketing,C,B,0,logprob,114,241.2,0.0,392.4
412,high_school_chemistry,D,D,1,logprob,110,239.5,0.0,392.4
413,prehistory,C,C,1,logprob,81,214.8,0.0,392.4
414,anatomy,B,C,0,logprob,90,221.4,0.0,392.4
415,us_foreign_policy,C,B,0,logprob,67,198.1,0.0,392.4
416,moral_scenarios,B,B,1,logprob,139,273.8,0.0,392.4
417,miscellaneous,D,D,1,logprob,73,211.5,0.0,392.4
418,econometrics,C,B,0,logprob,139,273.8,0.0,392.4
419,miscellaneous,B,A,0,logprob,52,188.6,0.0,392.4
420,professional_accounting,A,A,1,logprob,106,237.7,0.0,392.4
421,high_school_psychology,D,D,1,logprob,135,273.0,0.0,392.4
422,college_physics,B,B,1,logprob,115,241.6,0.0,392.4
