id,subject,gold,pred,correct,method,prompt_n,prompt_ms,predicted_ms,wall_ms
222,astronomy,C,C,1,logprob,145,585.0,0.0,620.4
223,miscellaneous,B,B,1,logprob,74,430.5,0.0,620.4
224,professional_law,C,A,0,logprob,400,1242.8,0.0,620.4
225,high_school_biology,B,A,0,logprob,84,459.6,0.0,620.4
226,moral_disputes,C,C,1,logprob,112,478.1,0.0,620.4
227,high_school_psychology,D,D,1,logprob,115,490.4,0.0,620.4
228,high_school_psychology,D,D,1,logprob,75,426.2,0.0,620.4
229,high_school_physics,C,B,0,logprob,170,636.4,0.0,620.4
230,miscellaneous,B,B,1,logprob,73,449.8,0.0,620.4
231,high_school_macroeconomics,D,B,0,logprob,109,501.8,0.0,620.4
232,moral_scenarios,A,A,1,logprob,134,577.4,0.0,620.4
233,high_school_microeconomics,C,C,1,logprob,76,450.9,0.0,620.4
234,elementary_mathematics,B,B,1,logprob,126,524.9,0.0,620.4
235,moral_disputes,B,A,0,logprob,119,516.5,0.0,620.4
236,college_computer_science,D,A,0,logprob,124,525.5,0.0,620.4
237,elementary_mathematics,D,B,0,logprob,64,396.1,0.0,620.4
238,high_school_world_history,D,B,0,logprob,338,1045.0,0.0,620.4
239,conceptual_physics,D,D,1,logprob,50,375.1,0.0,620.4
240,moral_scenarios,A,C,0,logprob,129,515.1,0.0,620.4
241,professional_law,C,C,1,logprob,428,1285.1,0.0,620.4
242,sociology,A,B,0,logprob,95,473.3,0.0,620.4
243,miscellaneous,D,D,1,logprob,62,395.1,0.0,620.4
244,philosophy,D,B,0,logprob,104,510.4,0.0,620.4
245,moral_scenarios,A,C,0,logprob,142,581.6,0.0,620.4
246,global_facts,B,B,1,logprob,194,636.9,0.0,620.4
247,high_school_world_history,D,A,0,logprob,292,937.5,0.0,620.4
248,miscellaneous,B,B,1,logprob,110,489.1,0.0,620.4
249,professional_law,B,D,0,logprob,213,747.8,0.0,620.4
250,professional_law,B,D,0,logprob,265,554.7,0.0,612.5
251,nutrition,A,A,1,logprob,66,247.3,0.0,612.5
252,high_school_chemistry,B,B,1,logprob,76,247.1,0.0,612.5
253,high_school_macroeconomics,D,D,1,logprob,133,315.1,0.0,612.5
254,moral_scenarios,C,C,1,logprob,137,365.2,0.0,612.5
255,international_law,C,C,1,logprob,96,295.9,0.0,612.5
256,professional_accounting,C,A,0,logprob,86,277.7,0.0,612.5
257,professional_law,D,A,0,logprob,278,606.0,0.0,612.5
258,marketing,C,C,1,logprob,117,326.8,0.0,612.5
259,nutrition,D,D,1,logprob,102,335.7,0.0,612.5
260,high_school_european_history,C,C,1,logprob,233,571.3,0.0,612.5
261,moral_scenarios,D,C,0,logprob,145,431.5,0.0,612.5
262,clinical_knowledge,A,B,0,logprob,90,359.5,0.0,612.5
263,nutrition,D,A,0,logprob,94,348.3,0.0,612.5
264,high_school_statistics,D,A,0,logprob,125,423.9,0.0,612.5
265,elementary_mathematics,A,A,1,logprob,60,339.5,0.0,612.5
266,college_biology,D,D,1,logprob,68,349.3,0.0,612.5
267,virology,D,D,1,logprob,77,413.0,0.0,612.5
268,moral_scenarios,C,C,1,logprob,136,547.0,0.0,612.5
269,conceptual_physics,C,B,0,logprob,61,402.2,0.0,612.5
270,miscellaneous,C,C,1,logprob,96,449.9,0.0,612.5
271,moral_scenarios,A,C,0,logprob,134,569.5,0.0,612.5
272,moral_disputes,A,A,1,logprob,129,519.6,0.0,612.5
273,professional_law,D,A,0,logprob,251,842.2,0.0,612.5
274,high_school_biology,D,B,0,logprob,87,467.0,0.0,612.5
275,professional_medicine,D,C,0,logprob,142,577.9,0.0,612.5
276,professional_law,B,B,1,logprob,361,998.0,0.0,612.5
277,anatomy,A,D,0,logprob,129,506.9,0.0,612.5
278,high_school_us_history,C,C,1,logprob,183,644.7,0.0,612.5
279,computer_security,D,D,1,logprob,144,585.5,0.0,612.5
280,moral_scenarios,D,C,0,logprob,126,506.8,0.0,612.5
281,international_law,D,C,0,logprob,117,528.7,0.0,612.5
282,moral_scenarios,C,C,1,logprob,140,566.3,0.0,612.5
283,professional_law,C,D,0,logprob,254,830.5,0.0,612.5
284,miscellaneous,C,C,1,logprob,54,376.6,0.0,612.5
285,abstract_algebra,C,B,0,logprob,89,468.6,0.0,612.5
286,marketing,A,A,1,logprob,94,480.0,0.0,612.5
287,high_school_european_history,D,D,1,logprob,285,918.4,0.0,612.5
288,professional_accounting,A,C,0,logprob,196,654.7,0.0,612.5
289,high_school_psychology,D,D,1,logprob,69,450.6,0.0,612.5
290,elementary_mathematics,B,B,1,logprob,87,448.8,0.0,612.5
291,professional_medicine,A,D,0,logprob,257,836.4,0.0,612.5
292,moral_scenarios,D,C,0,logprob,137,587.1,0.0,612.5
293,high_school_macroeconomics,A,A,1,logprob,76,451.1,0.0,612.5
294,formal_logic,D,B,0,logprob,64,397.4,0.0,612.5
295,elementary_mathematics,B,B,1,logprob,101,499.8,0.0,612.5
296,moral_scenarios,B,B,1,logprob,137,517.7,0.0,612.5
297,high_school_geography,C,B,0,logprob,73,420.1,0.0,612.5
298,moral_scenarios,C,B,0,logprob,137,568.4,0.0,612.5
299,professional_accounting,B,C,0,logprob,121,509.9,0.0,612.5
300,elementary_mathematics,C,C,1,logprob,103,278.8,0.0,640.8
301,high_school_biology,C,C,1,logprob,90,269.7,0.0,640.8
302,philosophy,B,D,0,logprob,99,280.3,0.0,640.8
303,high_school_us_history,C,C,1,logprob,376,656.7,0.0,640.8
304,college_medicine,B,D,0,logprob,183,393.0,0.0,640.8
305,professional_law,A,D,0,logprob,296,575.3,0.0,640.8
306,prehistory,B,B,1,logprob,68,245.0,0.0,640.8
307,public_relations,A,B,0,logprob,128,329.6,0.0,640.8
308,philosophy,C,C,1,logprob,83,295.5,0.0,640.8
309,high_school_biology,B,B,1,logprob,112,311.8,0.0,640.8
310,professional_law,D,C,0,logprob,417,893.1,0.0,640.8
311,high_school_government_and_politics,D,D,1,logprob,75,324.7,0.0,640.8
312,elementary_mathematics,B,B,1,logprob,121,381.1,0.0,640.8
313,miscellaneous,C,C,1,logprob,257,633.3,0.0,640.8
314,high_school_us_history,B,D,0,logprob,221,638.0,0.0,640.8
315,professional_accounting,D,C,0,logprob,188,569.7,0.0,640.8
316,sociology,D,C,0,logprob,89,442.1,0.0,640.8
317,moral_scenarios,D,C,0,logprob,155,591.7,0.0,640.8
318,econometrics,D,B,0,logprob,81,456.4,0.0,640.8
319,high_school_psychology,C,C,1,logprob,60,390.4,0.0,640.8
320,medical_genetics,B,B,1,logprob,70,452.4,0.0,640.8
321,professional_law,C,C,1,logprob,306,942.0,0.0,640.8
322,professional_law,A,B,0,logprob,247,818.5,0.0,640.8
323,us_foreign_policy,B,B,1,logprob,85,458.0,0.0,640.8
324,professional_medicine,A,A,1,logprob,132,535.6,0.0,640.8
325,professional_accounting,A,A,1,logprob,105,509.8,0.0,640.8
326,formal_logic,D,A,0,logprob,88,472.7,0.0,640.8
327,human_aging,A,B,0,logprob,106,496.9,0.0,640.8
328,high_school_world_history,B,B,1,logprob,212,751.3,0.0,640.8
329,management,C,C,1,logprob,66,404.3,0.0,640.8
330,human_aging,C,C,1,logprob,96,466.8,0.0,640.8
331,high_school_macroeconomics,B,B,1,logprob,99,459.4,0.0,640.8
332,professional_law,A,B,0,logprob,231,795.1,0.0,640.8
333,moral_scenarios,D,C,0,logprob,125,518.1,0.0,640.8
334,high_school_macroeconomics,D,A,0,logprob,85,461.8,0.0,640.8
335,human_aging,C,D,0,logprob,89,433.0,0.0,640.8
336,high_school_macroeconomics,B,D,0,logprob,112,461.5,0.0,640.8
337,nutrition,D,D,1,logprob,64,394.5,0.0,640.8
338,nutrition,C,C,1,logprob,67,411.7,0.0,640.8
339,high_school_mathematics,D,A,0,logprob,85,466.1,0.0,640.8
340,professional_law,D,C,0,logprob,211,769.3,0.0,640.8
341,professional_accounting,B,B,1,logprob,174,582.1,0.0,640.8
342,professional_law,C,B,0,logprob,359,1054.6,0.0,640.8
343,professional_law,A,A,1,logprob,177,635.4,0.0,640.8
344,human_aging,C,C,1,logprob,67,399.5,0.0,640.8
345,moral_disputes,B,B,1,logprob,118,512.7,0.0,640.8
346,high_school_us_history,B,B,1,logprob,407,1257.5,0.0,640.8
347,logical_fallacies,C,C,1,logprob,118,510.0,0.0,640.8
348,abstract_algebra,B,B,1,logprob,92,465.7,0.0,640.8
349,moral_scenarios,D,B,0,logprob,137,579.9,0.0,640.8
350,moral_scenarios,C,C,1,logprob,128,309.2,0.0,605.0
351,astronomy,C,A,0,logprob,123,302.0,0.0,605.0
352,high_school_european_history,D,D,1,logprob,288,537.3,0.0,605.0
353,high_school_macroeconomics,A,A,1,logprob,113,305.7,0.0,605.0
354,security_studies,D,D,1,logprob,90,282.2,0.0,605.0
355,moral_scenarios,C,C,1,logprob,138,370.4,0.0,605.0
356,high_school_statistics,A,B,0,logprob,196,416.7,0.0,605.0
357,professional_psychology,A,A,1,logprob,149,414.3,0.0,605.0
358,professional_law,D,D,1,logprob,210,485.0,0.0,605.0
359,virology,C,C,1,logprob,86,320.4,0.0,605.0
360,miscellaneous,A,A,1,logprob,88,342.2,0.0,605.0
361,high_school_biology,B,B,1,logprob,76,304.4,0.0,605.0
362,college_computer_science,C,C,1,logprob,82,344.3,0.0,605.0
363,clinical_knowledge,A,A,1,logprob,64,302.0,0.0,605.0
364,high_school_mathematics,D,,0,none,112,360.4,0.0,605.0
365,moral_scenarios,C,C,1,logprob,136,462.5,0.0,605.0
366,anatomy,A,A,1,logprob,65,329.1,0.0,605.0
367,conceptual_physics,D,C,0,logprob,75,381.8,0.0,605.0
368,professional_psychology,B,D,0,logprob,103,447.7,0.0,605.0
369,college_computer_science,D,B,0,logprob,228,759.4,0.0,605.0
370,electrical_engineering,A,D,0,logprob,91,458.4,0.0,605.0
371,miscellaneous,A,C,0,logprob,68,416.0,0.0,605.0
372,prehistory,C,C,1,logprob,132,529.8,0.0,605.0
373,moral_disputes,B,A,0,logprob,79,421.1,0.0,605.0
374,prehistory,A,D,0,logprob,76,461.9,0.0,605.0
375,miscellaneous,A,A,1,logprob,62,395.4,0.0,605.0
376,computer_security,A,A,1,logprob,63,401.3,0.0,605.0
377,miscellaneous,B,B,1,logprob,64,384.0,0.0,605.0
378,marketing,B,B,1,logprob,71,400.4,0.0,605.0
379,professional_psychology,C,D,0,logprob,97,426.6,0.0,605.0
380,security_studies,D,D,1,logprob,176,614.8,0.0,605.0
381,prehistory,D,B,0,logprob,168,625.4,0.0,605.0
382,college_medicine,D,D,1,logprob,82,447.8,0.0,605.0
383,professional_law,B,B,1,logprob,82,434.4,0.0,605.0
384,high_school_european_history,A,A,1,logprob,663,1968.8,0.0,605.0
385,moral_scenarios,C,B,0,logprob,139,575.2,0.0,605.0
386,high_school_chemistry,C,B,0,logprob,129,532.3,0.0,605.0
387,miscellaneous,A,B,0,logprob,61,405.1,0.0,605.0
388,high_school_geography,B,B,1,logprob,81,451.3,0.0,605.0
389,moral_disputes,A,A,1,logprob,69,445.5,0.0,605.0
390,formal_logic,A,B,0,logprob,173,637.3,0.0,605.0
391,electrical_engineering,A,D,0,logprob,86,455.2,0.0,605.0
392,elementary_mathematics,D,,0,none,87,464.4,0.0,605.0
393,human_aging,D,D,1,logprob,82,446.2,0.0,605.0
394,high_school_computer_science,D,B,0,logprob,118,492.0,0.0,605.0
395,conceptual_physics,D,D,1,logprob,57,395.2,0.0,605.0
396,high_school_microeconomics,D,B,0,logprob,78,430.9,0.0,605.0
397,professional_law,A,D,0,logprob,312,1003.5,0.0,605.0
398,professional_law,C,C,1,logprob,248,833.8,0.0,605.0
399,moral_scenarios,D,C,0,logprob,153,603.7,0.0,605.0
400,professional_psychology,D,A,0,logprob,66,230.1,0.0,597.9
401,public_relations,A,A,1,logprob,67,227.4,0.0,597.9
402,professional_law,A,A,1,logprob,296,584.9,0.0,597.9
403,miscellaneous,D,D,1,logprob,57,238.8,0.0,597.9
404,high_school_macroeconomics,D,D,1,logprob,84,279.0,0.0,597.9
405,philosophy,B,B,1,logprob,96,294.2,0.0,597.9
406,professional_accounting,C,B,0,logprob,181,394.9,0.0,597.9
407,college_biology,D,D,1,logprob,81,297.1,0.0,597.9
408,prehistory,A,A,1,logprob,96,297.5,0.0,597.9
409,us_foreign_policy,B,B,1,logprob,67,280.2,0.0,597.9
410,astronomy,D,D,1,logprob,80,309.5,0.0,597.9
411,marketing,C,B,0,logprob,114,338.7,0.0,597.9
412,high_school_chemistry,D,C,0,logprob,110,361.4,0.0,597.9
413,prehistory,C,C,1,logprob,81,336.7,0.0,597.9
414,anatomy,B,C,0,logprob,90,337.2,0.0,597.9
415,us_foreign_policy,C,B,0,logprob,67,319.3,0.0,597.9
416,moral_scenarios,B,C,0,logprob,139,469.2,0.0,597.9
417,miscellaneous,D,D,1,logprob,73,355.1,0.0,597.9
418,econometrics,C,C,1,logprob,139,535.8,0.0,597.9
419,miscellaneous,B,A,0,logprob,52,343.1,0.0,597.9
420,professional_accounting,A,C,0,logprob,106,501.9,0.0,597.9
421,high_school_psychology,D,D,1,logprob,135,566.7,0.0,597.9
